pid,volume,image_number,head,entry,topic,first_letter,page,add,xref,see,index,item,unparsed,line,selection,full_image,annotation_uri,sort_value,insertion,thumbnail,label,location,issue,also_in_entry
num_3516,Volume 2,442,,4820,Bad & imperious Women,4801-4825,,,,,<a href='/digital-beehive/index5/index_4594/'>woman's imperiousness</a>,#item-6bf4b6cde,,Entry: 4820|Topic: Bad & imperious Women|Index: woman's imperiousness|#item-6bf4b6cde,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0909/707,3788,2851,428/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0909/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680285194611,244213788,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0909/707,3788,600,180/250,/0/default.jpg",4820. Bad & imperious Women,<a href='/digital-beehive/toc/toc2_432/'>Full Page</a>,,
num_3517,Volume 2,443,,4821,[WORD_MISSING],4801-4825,,,,,<a href='/digital-beehive/index2/index_1862/'>homer</a>,#item-284213d44,,Entry: 4821|Topic: [WORD_MISSING]|Index: homer|#item-284213d44,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0910/434,242,2754,206/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0910/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680615790689,244310242,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0910/434,242,600,180/250,/0/default.jpg",4821. [WORD_MISSING],<a href='/digital-beehive/toc/toc2_433/'>Full Page</a>,The entry number and topic are illegible due to damage. We have labeled this entry with the logical number in the sequence.,
num_3518,Volume 2,443,,4822,a Winking,4801-4825,,,4577 [PAGE_MISSING; Ogling],,<a href='/digital-beehive/index5/index_4563/'>wink</a>,#item-656be2de6,,Entry: 4822|Topic: a Winking|Xref: 4577 [PAGE_MISSING; Ogling]|Index: wink|#item-656be2de6,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0910/481,509,2713,434/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0910/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680615830784,244310509,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0910/481,509,600,180/250,/0/default.jpg",4822. a Winking,<a href='/digital-beehive/toc/toc2_433/'>Full Page</a>,,
num_3519,Volume 2,443,,4823,Always,4801-4825,,,,,<a href='/digital-beehive/index1/index_0117/'>always</a>,#item-9225bd060,,Entry: 4823|Topic: Always|Index: always|#item-9225bd060,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0910/499,1144,2738,224/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0910/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680616249551,244311144,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0910/499,1144,600,180/250,/0/default.jpg",4823. Always,<a href='/digital-beehive/toc/toc2_433/'>Full Page</a>,,
num_3520,Volume 2,443,,4824,Philosophy,4801-4825,,,,,<a href='/digital-beehive/index4/index_3022/'>philosophy</a>,#item-00954a277,,Entry: 4824|Topic: Philosophy|Index: philosophy|#item-00954a277,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0910/546,1523,1750,210/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0910/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680616283294,244311523,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0910/546,1523,600,180/250,/0/default.jpg",4824. Philosophy,<a href='/digital-beehive/toc/toc2_433/'>Full Page</a>,,
num_3521,Volume 2,443,,4825,Latin,4801-4825,,,,,<a href='/digital-beehive/index3/index_2216/'>latin</a>,#item-7dee544aa,,Entry: 4825|Topic: Latin|Index: latin|#item-7dee544aa,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0910/551,1957,1731,237/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0910/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680616315389,244311957,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0910/551,1957,600,180/250,/0/default.jpg",4825. Latin,<a href='/digital-beehive/toc/toc2_433/'>Full Page</a>,,
num_3522,Volume 2,443,,4826,Epic,4826-4850,,,4786 [[PAGE_MISSING]],,<a href='/digital-beehive/index2/index_1278/'>epic poem</a>,#item-601ca44ae,,Entry: 4826|Topic: Epic|Xref: 4786 [[PAGE_MISSING]]|Index: epic poem|#item-601ca44ae,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0910/518,2510,2762,292/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0910/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680616394216,244312510,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0910/518,2510,600,180/250,/0/default.jpg",4826. Epic,<a href='/digital-beehive/toc/toc2_433/'>Full Page</a>,,
num_3523,Volume 2,443,,4827,Journal,4826-4850,,,,,<a href='/digital-beehive/index3/index_2110/'>journal</a>,#item-e373b3a48,,Entry: 4827|Topic: Journal|Index: journal|#item-e373b3a48,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0910/492,2940,2321,234/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0910/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680616538496,244312940,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0910/492,2940,600,180/250,/0/default.jpg",4827. Journal,<a href='/digital-beehive/toc/toc2_433/'>Full Page</a>,,
num_3524,Volume 2,443,,4828,Herod,4826-4850,,,,,<a href='/digital-beehive/index2/index_1819/'>herod</a>,#item-5e485583e,,Entry: 4828|Topic: Herod|Index: herod|#item-5e485583e,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0910/481,3487,1301,173/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0910/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680616569073,244313487,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0910/481,3487,600,180/250,/0/default.jpg",4828. Herod,<a href='/digital-beehive/toc/toc2_433/'>Full Page</a>,,
num_3525,Volume 2,443,,4829,Letter droppers,4826-4850,,,,,<a href='/digital-beehive/index3/index_2264/'>letter droppers</a>,#item-a990c5fd8,,Entry: 4829|Topic: Letter droppers|Index: letter droppers|#item-a990c5fd8,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0910/462,3834,1274,210/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0910/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680616601601,244313834,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0910/462,3834,600,180/250,/0/default.jpg",4829. Letter droppers,<a href='/digital-beehive/toc/toc2_433/'>Full Page</a>,,
num_3526,Volume 2,443,,4830,Stories,4826-4850,,,,,<a href='/digital-beehive/index4/index_3917/'>stories</a>,#item-27c1f6bcd,,Entry: 4830|Topic: Stories|Index: stories|#item-27c1f6bcd,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0910/450,4355,2065,190/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0910/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680616640577,244314355,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0910/450,4355,600,180/250,/0/default.jpg",4830. Stories,<a href='/digital-beehive/toc/toc2_433/'>Full Page</a>,,
num_3527,Volume 2,444,,4831,[WORD_MISSING],4826-4850,,,,,<a href='/digital-beehive/index1/index_0277/'>baldness</a>,#item-93179d3ca,,Entry: 4831|Topic: [WORD_MISSING]|Index: baldness|#item-93179d3ca,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0911/904,219,1999,208/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0911/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680616832452,244410219,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0911/904,219,600,180/250,/0/default.jpg",4831. [WORD_MISSING],<a href='/digital-beehive/toc/toc2_434/'>Full Page</a>,The entry number and topic are illegible due to damage. We have labeled this entry with the logical number in the sequence.,
num_3528,Volume 2,444,,4832,A,4826-4850,,,,,[NOT_IN_INDEX],#item-802144244,,Entry: 4832|Topic: A|Index: [NOT_IN_INDEX]|#item-802144244,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0911/844,651,2262,208/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0911/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680616874260,244410651,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0911/844,651,600,180/250,/0/default.jpg",4832. A,<a href='/digital-beehive/toc/toc2_434/'>Full Page</a>,,
num_3529,Volume 2,444,,4833,Executors,4826-4850,,,,,<a href='/digital-beehive/index2/index_1341/'>executors</a>,#item-e2a0cf17e,,Entry: 4833|Topic: Executors|Index: executors|#item-e2a0cf17e,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0911/830,1049,2727,273/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0911/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680616987933,244411049,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0911/830,1049,600,180/250,/0/default.jpg",4833. Executors,<a href='/digital-beehive/toc/toc2_434/'>Full Page</a>,,
num_3530,Volume 2,444,,4834,Fishery,4826-4850,,,,,[NOT_IN_INDEX],#item-ad749e1d5,,Entry: 4834|Topic: Fishery|Index: [NOT_IN_INDEX]|#item-ad749e1d5,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0911/804,1537,2792,277/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0911/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680617027680,244411537,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0911/804,1537,600,180/250,/0/default.jpg",4834. Fishery,<a href='/digital-beehive/toc/toc2_434/'>Full Page</a>,,
num_3531,Volume 2,444,,4835,Flux and reflux,4826-4850,,,<a href='/digital-beehive/num5/num_1723/'>1246 [Ebbing and Flowing]</a>,,<a href='/digital-beehive/index2/index_1489/'>flux & reflux</a>,#item-1783f25f3,,Entry: 4835|Topic: Flux and reflux|Xref: 1246 [Ebbing and Flowing]|Index: flux & reflux|#item-1783f25f3,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0911/837,2034,2304,220/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0911/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680617257595,244412034,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0911/837,2034,600,180/250,/0/default.jpg",4835. Flux and reflux,<a href='/digital-beehive/toc/toc2_434/'>Full Page</a>,,<a href='/digital-beehive/num11/num_3532/'>Paronomasia</a>
num_3532,Volume 2,444,,4835,Paronomasia,4826-4850,,,4569 [PAGE_MISSING; Punning],,<a href='/digital-beehive/index4/index_2889/'>paronomasia</a>,#item-641c70202,,Entry: 4835|Topic: Paronomasia|Xref: 4569 [PAGE_MISSING; Punning]|Index: paronomasia|#item-641c70202,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0911/815,2185,1836,145/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0911/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680617435171,244412185,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0911/815,2185,600,180/250,/0/default.jpg",4835. Paronomasia,<a href='/digital-beehive/toc/toc2_434/'>Full Page</a>,,<a href='/digital-beehive/num11/num_3531/'>Flux and reflux</a>
num_3533,Volume 2,444,,4836,Sun,4826-4850,,,,,[NOT_IN_INDEX],#item-5a19a8d89,,Entry: 4836|Topic: Sun|Index: [NOT_IN_INDEX]|#item-5a19a8d89,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0911/835,2520,2807,244/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0911/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680617570245,244412520,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0911/835,2520,600,180/250,/0/default.jpg",4836. Sun,<a href='/digital-beehive/toc/toc2_434/'>Full Page</a>,,
num_3534,Volume 2,444,,4837,Knowledge,4826-4850,,,,,<a href='/digital-beehive/index3/index_2178/'>knowledge of God</a>,#item-f3ce01016,,Entry: 4837|Topic: Knowledge|Index: knowledge of God|#item-f3ce01016,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0911/830,3147,2772,186/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0911/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680617644677,244413147,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0911/830,3147,600,180/250,/0/default.jpg",4837. Knowledge,<a href='/digital-beehive/toc/toc2_434/'>Full Page</a>,,
num_3535,Volume 2,444,,4839,Patriarchs,4826-4850,,,,,<a href='/digital-beehive/index4/index_2922/'>patriarchs</a>,#item-16aead3ab,,Entry: 4839|Topic: Patriarchs|Index: patriarchs|#item-16aead3ab,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0911/837,3718,2802,324/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0911/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680617780161,244413718,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0911/837,3718,600,180/250,/0/default.jpg",4839. Patriarchs,<a href='/digital-beehive/toc/toc2_434/'>Full Page</a>,,
num_3536,Volume 2,444,,4840,Faith and Works,4826-4850,,,,,<a href='/digital-beehive/index2/index_1384/'>Faith & Works</a>,#item-ec2bd1b90,,Entry: 4840|Topic: Faith and Works|Index: Faith & Works|#item-ec2bd1b90,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0911/853,4298,2726,313/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0911/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680617832977,244414298,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0911/853,4298,600,180/250,/0/default.jpg",4840. Faith and Works,<a href='/digital-beehive/toc/toc2_434/'>Full Page</a>,,
num_3537,Volume 2,445,,4841,[WORD_MISSING],4826-4850,,,,,[NOT_IN_INDEX],#item-4207ad3fe,,Entry: 4841|Topic: [WORD_MISSING]|Index: [NOT_IN_INDEX]|#item-4207ad3fe,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0912/600,237,2732,187/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0912/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680618395713,244510237,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0912/600,237,600,180/250,/0/default.jpg",4841. [WORD_MISSING],<a href='/digital-beehive/toc/toc2_435/'>Full Page</a>,The entry number and topic are illegible due to damage. We have labeled this entry with the logical number in the sequence.,
num_3538,Volume 2,445,,4842,Disinheriting,4826-4850,,,,,<a href='/digital-beehive/index1/index_1082/'>disinhereting</a>,#item-f471a08a7,,Entry: 4842|Topic: Disinheriting|Index: disinhereting|#item-f471a08a7,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0912/667,750,2654,333/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0912/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680618982141,244510750,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0912/667,750,600,180/250,/0/default.jpg",4842. Disinheriting,<a href='/digital-beehive/toc/toc2_435/'>Full Page</a>,,
num_3539,Volume 2,445,,4843,Posies,4826-4850,,,,,<a href='/digital-beehive/index4/index_3082/'>posies</a>,#item-c88c02132,,Entry: 4843|Topic: Posies|Index: posies|#item-c88c02132,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0912/687,1269,2698,405/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0912/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680619095695,244511269,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0912/687,1269,600,180/250,/0/default.jpg",4843. Posies,<a href='/digital-beehive/toc/toc2_435/'>Full Page</a>,,
num_3540,Volume 2,445,,4844,Vain Books,4826-4850,<a href='/digital-beehive/toc/toc1_119/'>p.62.2 [Image 1.130]</a>,,,,<a href='/digital-beehive/index1/index_0412/'>books for the fire</a>,#item-c77111441,,Entry: 4844|Topic: Vain Books|Page: p.62.2 [Image 1.130]|Index: books for the fire|#item-c77111441,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0912/652,1847,2630,322/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0912/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680619136342,244511847,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0912/652,1847,600,180/250,/0/default.jpg",4844. Vain Books,<a href='/digital-beehive/toc/toc2_435/'>Full Page</a>,,
num_3541,Volume 2,445,,4845,Duty towards God & Parents,4826-4850,,,,,[NOT_IN_INDEX],#item-63fe507e2,,Entry: 4845|Topic: Duty towards God & Parents|Index: [NOT_IN_INDEX]|#item-63fe507e2,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0912/699,2421,2659,381/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0912/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680619296459,244512421,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0912/699,2421,600,180/250,/0/default.jpg",4845. Duty towards God & Parents,<a href='/digital-beehive/toc/toc2_435/'>Full Page</a>,,
num_3542,Volume 2,445,,4846,Sons : Sonship : adopted,4826-4850,,,,,[NOT_IN_INDEX],#item-344c9b41e,,Entry: 4846|Topic: Sons : Sonship : adopted|Index: [NOT_IN_INDEX]|#item-344c9b41e,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0912/606,3028,2696,300/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0912/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1686069819272,244513028,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0912/606,3028,600,180/250,/0/default.jpg",4846. Sons : Sonship : adopted,<a href='/digital-beehive/toc/toc2_435/'>Full Page</a>,,
num_3543,Volume 2,445,,4847,Isaac,4826-4850,,,,,<a href='/digital-beehive/index3/index_2124/'>Isaac</a>,#item-96da0030b,,Entry: 4847|Topic: Isaac|Index: Isaac|#item-96da0030b,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0912/647,3644,2638,226/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0912/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1682432888052,244513644,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0912/647,3644,600,180/250,/0/default.jpg",4847. Isaac,<a href='/digital-beehive/toc/toc2_435/'>Full Page</a>,,
num_3544,Volume 2,445,,4848,Noah's ark,4826-4850,,,,,<a href='/digital-beehive/index1/index_0205/'>ark</a>,#item-39c19f57b,,Entry: 4848|Topic: Noah's ark|Index: ark|#item-39c19f57b,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0912/626,4239,2677,299/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0912/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1682432969987,244514239,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0912/626,4239,600,180/250,/0/default.jpg",4848. Noah's ark,<a href='/digital-beehive/toc/toc2_435/'>Full Page</a>,,
num_3545,Volume 2,446,,4849,[WORD_MISSING; Hope],4826-4850,,,,,[NOT_IN_INDEX],#item-19b4670a9,,Entry: 4849|Topic: [WORD_MISSING; Hope]|Index: [NOT_IN_INDEX]|#item-19b4670a9,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0913/838,223,2742,1649/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0913/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1686069927414,244610223,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0913/838,223,600,180/250,/0/default.jpg",4849. [WORD_MISSING; Hope],<a href='/digital-beehive/toc/toc2_436/'>Full Page</a>,"This is an unusual entry. The topic is obfuscated by damage, though the underlined word ""Hope"" is visible.",
num_3546,Volume 2,446,,4850,World,4826-4850,,,,,[NOT_IN_INDEX],#item-6d2510262,,Entry: 4850|Topic: World|Index: [NOT_IN_INDEX]|#item-6d2510262,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0913/741,3507,2561,435/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0913/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1686069981033,244613507,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0913/741,3507,600,180/250,/0/default.jpg",4850. World,<a href='/digital-beehive/toc/toc2_436/'>Full Page</a>,"It is not clear whether the number 4850 goes with the text above it, as entry numbers typically appear at the top of the entry.",
num_3547,Volume 2,447,,4851,[WORD_MISSING],4851-4875,,,,,<a href='/digital-beehive/index1/index_0322/'>a beau</a>,#item-f2bd6ccb5,,Entry: 4851|Topic: [WORD_MISSING]|Index: a beau|#item-f2bd6ccb5,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0914/512,218,2938,235/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0914/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680620636835,244710218,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0914/512,218,600,180/250,/0/default.jpg",4851. [WORD_MISSING],<a href='/digital-beehive/toc/toc2_437/'>Full Page</a>,The entry number and topic are illegible due to damage. We have labeled this entry with the logical number in the sequence.,
num_3548,Volume 2,447,,4852,Turbulent : troublesom,4851-4875,,,,,"<a href='/digital-beehive/index5/index_4248/'>troublesom</a>|<a href='/digital-beehive/index5/index_4264/'>tumultuous, turbulent</a>",#item-b6be9d083,,"Entry: 4852|Topic: Turbulent : troublesom|Index: troublesom|Index: tumultuous, turbulent|#item-b6be9d083","https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0914/567,689,2855,276/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0914/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680620838172,244710689,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0914/567,689,600,180/250,/0/default.jpg",4852. Turbulent : troublesom,<a href='/digital-beehive/toc/toc2_437/'>Full Page</a>,,
num_3549,Volume 2,447,,4853,Selfopinionated,4851-4875,,,,,<a href='/digital-beehive/index4/index_3605/'>Self conceited</a>|<a href='/digital-beehive/index4/index_3623/'>Self opinioned</a>,#item-fefad495a,,Entry: 4853|Topic: Selfopinionated|Index: Self conceited|Index: Self opinioned|#item-fefad495a,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0914/544,1164,2905,316/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0914/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680621089894,244711164,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0914/544,1164,600,180/250,/0/default.jpg",4853. Selfopinionated,<a href='/digital-beehive/toc/toc2_437/'>Full Page</a>,,
num_3550,Volume 2,447,,4854,Humourous,4851-4875,,,735 [PAGE_MISSING; Peevish]|<a href='/digital-beehive/num10/num_3469/'>4481 [Whimsies]</a>,,[NOT_IN_INDEX],#item-cac90a812,,Entry: 4854|Topic: Humourous|Xref: 735 [PAGE_MISSING; Peevish]|Xref: 4481 [Whimsies]|Index: [NOT_IN_INDEX]|#item-cac90a812,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0914/607,1618,2833,253/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0914/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680621471834,244711618,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0914/607,1618,600,180/250,/0/default.jpg",4854. Humourous,<a href='/digital-beehive/toc/toc2_437/'>Full Page</a>,,
num_3551,Volume 2,447,,4855,Fops and fools are won,4851-4875,,,,,[NOT_IN_INDEX],#item-e32a1e822,,Entry: 4855|Topic: Fops and fools are won|Index: [NOT_IN_INDEX]|#item-e32a1e822,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0914/571,2029,2784,248/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0914/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680621744868,244712029,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0914/571,2029,600,180/250,/0/default.jpg",4855. Fops and fools are won,<a href='/digital-beehive/toc/toc2_437/'>Full Page</a>,,
num_3552,Volume 2,447,,4856,Gosiping,4851-4875,,,,,<a href='/digital-beehive/index5/index_4729/'>gossipping</a>,#item-16cc03988,,Entry: 4856|Topic: Gosiping|Index: gossipping|#item-16cc03988,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0914/574,2616,2795,253/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0914/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680621954680,244712616,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0914/574,2616,600,180/250,/0/default.jpg",4856. Gosiping,<a href='/digital-beehive/toc/toc2_437/'>Full Page</a>,,
num_3553,Volume 2,447,,4857,Drowning,4851-4875,,,,,<a href='/digital-beehive/index1/index_1158/'>drowning</a>,#item-1c43f6a6e,,Entry: 4857|Topic: Drowning|Index: drowning|#item-1c43f6a6e,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0914/565,3136,2817,210/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0914/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680621989076,244713136,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0914/565,3136,600,180/250,/0/default.jpg",4857. Drowning,<a href='/digital-beehive/toc/toc2_437/'>Full Page</a>,,
num_3554,Volume 2,447,,4858,Heros,4851-4875,,,,,<a href='/digital-beehive/index5/index_4727/'>heros</a>,#item-345749f0d,,Entry: 4858|Topic: Heros|Index: heros|#item-345749f0d,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0914/568,3530,2796,239/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0914/full/full/0/default.jpg,http://beehive-anno.library.upenn.edu/annotation/1680622022937,244713530,,"https://stacks.stanford.edu/image/iiif/fm855tg5659/1607_0914/568,3530,600,180/250,/0/default.jpg",4858. Heros,<a href='/digital-beehive/toc/toc2_437/'>Full Page</a>,,
