pid,volume,image_number,head,entry,topic,first_letter,page,add,xref,see,index,item,unparsed,line,selection,full_image,annotation_uri,insertion,thumbnail,label,location,issue,insertion_xref
index_1294,Volume 3,19,epistles,,,E,,,,<a href='/digital-beehive/index3/index_2262/'>letters</a>,,#item-cc5704f12,,Head: epistles|See: letters|#item-cc5704f12,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/143,728,551,182/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559843138418,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/143,728,551,182/150,/0/default.jpg",epistles,<a href='/digital-beehive/toc/toc3_19/'>Full Page</a>,,
index_1295,Volume 3,19,exhortation,843 [PAGE_MISSING]|<a href='/digital-beehive/num5/num_1426/'>1060 [Admonishing & Warning]</a>,,E,,,,<a href='/digital-beehive/index1/index_0018/'>admonishing</a>,,#item-d278815d8,,Head: exhortation|See: admonishing|Entry: 843 [PAGE_MISSING]|Entry: 1060 [Admonishing & Warning]|#item-d278815d8,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/1527,750,845,171/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1561042568283,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/1527,750,845,171/150,/0/default.jpg",exhortation,<a href='/digital-beehive/toc/toc3_19/'>Full Page</a>,,
index_1296,Volume 3,19,Eva,,,E,,,,<a href='/digital-beehive/index1/index_0122/'>Adam</a>,,#item-d11c69e4c,,Head: Eva|See: Adam|#item-d11c69e4c,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/878,802,545,128/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1565296916442,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/878,802,545,128/150,/0/default.jpg",Eva,<a href='/digital-beehive/toc/toc3_19/'>Full Page</a>,,
index_1297,Volume 3,19,evangelists,,,E,,,,<a href='/digital-beehive/index2/index_1628/'>gospel</a>,,#item-17332b14b,,Head: evangelists|See: gospel|#item-17332b14b,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/855,832,697,184/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560350963400,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/855,832,697,184/150,/0/default.jpg",evangelists,<a href='/digital-beehive/toc/toc3_19/'>Full Page</a>,,
index_1298,Volume 3,19,epistolography,<a href='/digital-beehive/num7/num_2364/'>1576 [Having in one of my other Manuscripts composed an Epistolography by itself : I. Vulgar Titles]</a>,,E,,,,,,#item-4dfa8148b,,Head: epistolography|Entry: 1576 [Having in one of my other Manuscripts composed an Epistolography by itself : I. Vulgar Titles]|#item-4dfa8148b,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/138,846,670,167/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559843348033,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/138,846,670,167/150,/0/default.jpg",epistolography,<a href='/digital-beehive/toc/toc3_19/'>Full Page</a>,,
index_1299,Volume 3,19,exile,,,E,,,,<a href='/digital-beehive/index1/index_0275/'>banishmt</a>,,#item-f73333200,,Head: exile|See: banishmt|#item-f73333200,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/1546,887,697,146/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1561042620890,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/1546,887,697,146/150,/0/default.jpg",exile,<a href='/digital-beehive/toc/toc3_19/'>Full Page</a>,,
index_1300,Volume 3,19,epitaphs,<a href='/digital-beehive/alpha2/alpha_0290/'>a</a>|<a href='/digital-beehive/num1/num_0265/'>245 [Epitaphs]</a>|<a href='/digital-beehive/num6/num_2153/'>1466 [Epitaphs]</a>,,E,<a href='/digital-beehive/toc/toc1_061/'>p.11 [Image 1.71]</a>|<a href='/digital-beehive/toc/toc1_075/'>p.25 [Image 1.85]</a>,,,,,#item-f1c99f7be,,Head: epitaphs|Page: p.11 [Image 1.71]|Page: p.25 [Image 1.85]|Entry: a|Entry: 245 [Epitaphs]|Entry: 1466 [Epitaphs]|#item-f1c99f7be,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/146,976,582,187/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559843824080,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/146,976,582,187/150,/0/default.jpg",epitaphs,<a href='/digital-beehive/toc/toc3_19/'>Full Page</a>,,
index_1301,Volume 3,19,evasion,<a href='/digital-beehive/num2/num_0305/'>271 [Evasion]</a>|4763 [PAGE_MISSING],,E,,,,,,#item-3700e66e0,,Head: evasion|Entry: 271 [Evasion]|Entry: 4763 [PAGE_MISSING]|#item-3700e66e0,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/848,976,633,141/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560351133654,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/848,976,633,141/150,/0/default.jpg",evasion,<a href='/digital-beehive/toc/toc3_19/'>Full Page</a>,,
index_1302,Volume 3,19,exorable,<a href='/digital-beehive/num6/num_2136/'>1457 [Exorable]</a>,,E,,,,,,#item-d72eef820,,Head: exorable|Entry: 1457 [Exorable]|#item-d72eef820,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/1537,1000,547,115/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1561043008362,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/1537,1000,547,115/150,/0/default.jpg",exorable,<a href='/digital-beehive/toc/toc3_19/'>Full Page</a>,,
index_1303,Volume 3,19,event,,,E,,,,<a href='/digital-beehive/index2/index_1208/'>end</a>,,#item-2377440e4,,Head: event|See: end|#item-2377440e4,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/841,1067,492,136/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560351168039,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/841,1067,492,136/150,/0/default.jpg",event,<a href='/digital-beehive/toc/toc3_19/'>Full Page</a>,,
index_1304,Volume 3,19,exorcism,<a href='/digital-beehive/alpha2/alpha_0302/'>a</a>,,E,,,,,,#item-ac3445f82,,Head: exorcism|Entry: a|#item-ac3445f82,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/1528,1112,458,128/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1561043359609,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/1528,1112,458,128/150,/0/default.jpg",exorcism,<a href='/digital-beehive/toc/toc3_19/'>Full Page</a>,,
index_1305,Volume 3,19,equality,<a href='/digital-beehive/alpha2/alpha_0291/'>a</a>|<a href='/digital-beehive/num5/num_1532/'>1129 [Equality]</a>,,E,,,,,,#item-cacfe1453,,Head: equality|Entry: a|Entry: 1129 [Equality]|#item-cacfe1453,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/135,1141,577,162/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559844147532,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/135,1141,577,162/150,/0/default.jpg",equality,<a href='/digital-beehive/toc/toc3_19/'>Full Page</a>,,
index_1306,Volume 3,19,evening,<a href='/digital-beehive/num7/num_2302/'>1546 [Evening]</a>,,E,,,,,,#item-04846ce35,,Head: evening|Entry: 1546 [Evening]|#item-04846ce35,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/864,1179,476,145/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560351384234,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/864,1179,476,145/150,/0/default.jpg",evening,<a href='/digital-beehive/toc/toc3_19/'>Full Page</a>,,
index_1307,Volume 3,19,expectation,<a href='/digital-beehive/num2/num_0612/'>489 [Expectation]</a>,,E,,,,,,#item-90cc89cc1,,Head: expectation|Entry: 489 [Expectation]|#item-90cc89cc1,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/1541,1245,599,122/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1561044099469,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/1541,1245,599,122/150,/0/default.jpg",expectation,<a href='/digital-beehive/toc/toc3_19/'>Full Page</a>,,
index_1308,Volume 3,19,equanimity,<a href='/digital-beehive/alpha2/alpha_0292/'>a</a>|4560 [PAGE_MISSING],,E,,,,,,#item-4627212f6,,Head: equanimity|Entry: a|Entry: 4560 [PAGE_MISSING]|#item-4627212f6,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/128,1280,685,163/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559844358920,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/128,1280,685,163/150,/0/default.jpg",equanimity,<a href='/digital-beehive/toc/toc3_19/'>Full Page</a>,,
index_1309,Volume 3,19,every,<a href='/digital-beehive/num3/num_1075/'>724 [Each]</a>,,E,,,,,,#item-5d925b98b,,Head: every|Entry: 724 [Each]|#item-5d925b98b,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/858,1309,395,114/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560351485840,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/858,1309,395,114/150,/0/default.jpg",every,<a href='/digital-beehive/toc/toc3_19/'>Full Page</a>,,
index_1310,Volume 3,19,expedient,,,E,,,,<a href='/digital-beehive/index4/index_3187/'>profit</a>,,#item-98aa014ab,,Head: expedient|See: profit|#item-98aa014ab,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/1533,1320,675,106/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1561044343774,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/1533,1320,675,106/150,/0/default.jpg",expedient,<a href='/digital-beehive/toc/toc3_19/'>Full Page</a>,,
index_1311,Volume 3,19,expenses,<a href='/digital-beehive/num3/num_1050/'>715 [Expenses]</a>,,E,,,,,,#item-96a8421d7,,Head: expenses|Entry: 715 [Expenses]|#item-96a8421d7,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/1530,1362,476,138/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1561044640661,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/1530,1362,476,138/150,/0/default.jpg",expenses,<a href='/digital-beehive/toc/toc3_19/'>Full Page</a>,,
index_1312,Volume 3,19,everywhere,<a href='/digital-beehive/num4/num_1092/'>869 [Everywhere]</a>|4598 [PAGE_MISSING],,E,,,,,,#item-5d925b98b,,Head: everywhere|Entry: 869 [Everywhere]|Entry: 4598 [PAGE_MISSING]|#item-5d925b98b,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/842,1376,701,160/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560351615933,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/842,1376,701,160/150,/0/default.jpg",everywhere,<a href='/digital-beehive/toc/toc3_19/'>Full Page</a>,,
index_1313,Volume 3,19,equinox,<a href='/digital-beehive/num5/num_1466/'>1088 [Equinox]</a>,,E,,,,,,#item-88b429cb9,,Head: equinox|Entry: 1088 [Equinox]|#item-88b429cb9,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/140,1409,493,143/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559844489187,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/140,1409,493,143/150,/0/default.jpg",equinox,<a href='/digital-beehive/toc/toc3_19/'>Full Page</a>,,
index_1314,Volume 3,19,evil,<a href='/digital-beehive/num8/num_2784/'>1901 [Evil]</a>,,E,,,,,,#item-b292e56e4,,Head: evil|Entry: 1901 [Evil]|#item-b292e56e4,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/834,1464,335,144/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560351732045,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/834,1464,335,144/150,/0/default.jpg",evil,<a href='/digital-beehive/toc/toc3_19/'>Full Page</a>,,
index_1315,Volume 3,19,experience,<a href='/digital-beehive/alpha2/alpha_0303/'>a</a>|<a href='/digital-beehive/num6/num_1898/'>1345 [Experience]</a>,,E,,,,,,#item-268299e97,,Head: experience|Entry: a|Entry: 1345 [Experience]|#item-268299e97,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/1515,1485,713,137/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1561045656937,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/1515,1485,713,137/150,/0/default.jpg",experience,<a href='/digital-beehive/toc/toc3_19/'>Full Page</a>,,
index_1316,Volume 3,19,evildoers,<a href='/digital-beehive/num2/num_0615/'>491 [Evildoers]</a>,,E,,,,,,#item-4f001be21,,Head: evildoers|Entry: 491 [Evildoers]|#item-4f001be21,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/822,1493,506,138/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560351907489,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/822,1493,506,138/150,/0/default.jpg",evildoers,<a href='/digital-beehive/toc/toc3_19/'>Full Page</a>,,
index_1317,Volume 3,19,equipage,<a href='/digital-beehive/num4/num_1080/'>866 [Train]</a>,,E,,,,,,#item-64206d8b6,,Head: equipage|Entry: 866 [Train]|#item-64206d8b6,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/152,1506,479,93/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559845902535,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/152,1506,479,93/150,/0/default.jpg",equipage,<a href='/digital-beehive/toc/toc3_19/'>Full Page</a>,,
index_1318,Volume 3,19,equity,<a href='/digital-beehive/alpha2/alpha_0293/'>a</a>,,E,,,,,,#item-f8727988e,,Head: equity|Entry: a|#item-f8727988e,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/143,1567,347,136/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559845927522,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/143,1567,347,136/150,/0/default.jpg",equity,<a href='/digital-beehive/toc/toc3_19/'>Full Page</a>,,
index_1319,Volume 3,19,expert,<a href='/digital-beehive/num8/num_2710/'>1780 [Expert]</a>,,E,,,,,,#item-15c918412,,Head: expert|Entry: 1780 [Expert]|#item-15c918412,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/1534,1576,425,85/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1561046576658,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/1534,1576,425,85/150,/0/default.jpg",expert,<a href='/digital-beehive/toc/toc3_19/'>Full Page</a>,,
index_1320,Volume 3,19,eunuch,<a href='/digital-beehive/num2/num_0384/'>333 [Eunuch]</a>,,E,,,,,,#item-b422abbad,,Head: eunuch|Entry: 333 [Eunuch]|#item-b422abbad,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/844,1590,437,133/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560352113503,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/844,1590,437,133/150,/0/default.jpg",eunuch,<a href='/digital-beehive/toc/toc3_19/'>Full Page</a>,,
index_1321,Volume 3,19,explanation,<a href='/digital-beehive/num3/num_1042/'>713 [Explanation]</a>,,E,,,,,,#item-bf718f5c4,,Head: explanation|Entry: 713 [Explanation]|#item-bf718f5c4,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/1524,1596,583,163/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1561395583936,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/1524,1596,583,163/150,/0/default.jpg",explanation,<a href='/digital-beehive/toc/toc3_19/'>Full Page</a>,,
index_1322,Volume 3,19,equivocation,<a href='/digital-beehive/alpha2/alpha_0294/'>a</a>|<a href='/digital-beehive/num9/num_3140/'>2198 [Equivocation]</a>,,E,,,,,,#item-12fd95220,,Head: equivocation|Entry: a|Entry: 2198 [Equivocation]|#item-12fd95220,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/130,1674,735,143/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559846073557,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/130,1674,735,143/150,/0/default.jpg",equivocation,<a href='/digital-beehive/toc/toc3_19/'>Full Page</a>,,
index_1323,Volume 3,19,exploit,,,E,,,,<a href='/digital-beehive/index1/index_1010/'>deed</a>,,#item-6e7ee6f60,,Head: exploit|See: deed|#item-6e7ee6f60,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/1548,1728,527,151/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1561395612943,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/1548,1728,527,151/150,/0/default.jpg",exploit,<a href='/digital-beehive/toc/toc3_19/'>Full Page</a>,,
index_1324,Volume 3,19,europe,<a href='/digital-beehive/num2/num_0476/'>391 [European]</a>,,E,,,,,,#item-9f690b3f9,,Head: europe|Entry: 391 [European]|#item-9f690b3f9,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/853,1737,389,119/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560352322207,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/853,1737,389,119/150,/0/default.jpg",europe,<a href='/digital-beehive/toc/toc3_19/'>Full Page</a>,,
index_1325,Volume 3,19,to eradicate,777 [PAGE_MISSING],,E,,,,,,#item-9750fc0c9,,Head: to eradicate|Entry: 777 [PAGE_MISSING]|#item-9750fc0c9,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/138,1785,552,133/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559846904215,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/138,1785,552,133/150,/0/default.jpg",to eradicate,<a href='/digital-beehive/toc/toc3_19/'>Full Page</a>,,
index_1326,Volume 3,19,ewer,,,E,<a href='/digital-beehive/toc/toc1_088/'>p.38 [Image 1.98]</a>,,,,,#item-5cc409989,,Head: ewer|Page: p.38 [Image 1.98]|#item-5cc409989,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/848,1830,380,138/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560352353117,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/848,1830,380,138/150,/0/default.jpg",ewer,<a href='/digital-beehive/toc/toc3_19/'>Full Page</a>,,
index_1327,Volume 3,19,expressly,760 [PAGE_MISSING],,E,,,,,,#item-4a7cbe078,,Head: expressly|Entry: 760 [PAGE_MISSING]|#item-4a7cbe078,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/1528,1856,546,158/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1561396029831,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/1528,1856,546,158/150,/0/default.jpg",expressly,<a href='/digital-beehive/toc/toc3_19/'>Full Page</a>,,
index_1328,Volume 3,19,Erasmus Rot,<a href='/digital-beehive/num7/num_2358/'>1573 [Des Erasmus Rot]</a>,,E,,,,,,#item-ed5e5be28,,Head: Erasmus Rot|Entry: 1573 [Des Erasmus Rot]|#item-ed5e5be28,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/127,1913,601,152/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559847114275,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/127,1913,601,152/150,/0/default.jpg",Erasmus Rot,<a href='/digital-beehive/toc/toc3_19/'>Full Page</a>,,
index_1329,Volume 3,19,exactness,<a href='/digital-beehive/num1/num_0153/'>147 [Exactness]</a>|4582 [PAGE_MISSING],,E,,,,,,#item-a706686e9,,Head: exactness|Entry: 147 [Exactness]|Entry: 4582 [PAGE_MISSING]|#item-a706686e9,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/853,1945,667,152/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560352463014,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/853,1945,667,152/150,/0/default.jpg",exactness,<a href='/digital-beehive/toc/toc3_19/'>Full Page</a>,,
index_1330,Volume 3,19,extasy,,,E,,,,<a href='/digital-beehive/index5/index_4216/'>trance</a>,,#item-b2ea76ad4,,Head: extasy|See: trance|#item-b2ea76ad4,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/1523,2004,694,144/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1561396070669,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/1523,2004,694,144/150,/0/default.jpg",extasy,<a href='/digital-beehive/toc/toc3_19/'>Full Page</a>,,
index_1331,Volume 3,19,Erbpacht,<a href='/digital-beehive/num2/num_0413/'>352 [Erbpacht]</a>,,E,,,,,,#item-7e0b1a1f7,,Head: Erbpacht|Entry: 352 [Erbpacht]|#item-7e0b1a1f7,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/120,2066,523,149/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559847329900,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/120,2066,523,149/150,/0/default.jpg",Erbpacht,<a href='/digital-beehive/toc/toc3_19/'>Full Page</a>,,
index_1332,Volume 3,19,to exaggerate,<a href='/digital-beehive/num3/num_0731/'>573 [To aggravate]</a>,,E,,,,,,#item-52a6e61bc,,Head: to exaggerate|Entry: 573 [To aggravate]|#item-52a6e61bc,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/847,2074,662,153/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560352756703,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/847,2074,662,153/150,/0/default.jpg",to exaggerate,<a href='/digital-beehive/toc/toc3_19/'>Full Page</a>,,
index_1333,Volume 3,19,extemporary,<a href='/digital-beehive/num2/num_0516/'>416 [Extemporality]</a>,,E,,,,,,#item-c1db4b550,,Head: extemporary|Entry: 416 [Extemporality]|#item-c1db4b550,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/1518,2142,617,141/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1561396195899,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/1518,2142,617,141/150,/0/default.jpg",extemporary,<a href='/digital-beehive/toc/toc3_19/'>Full Page</a>,,
index_1334,Volume 3,19,exalting,<a href='/digital-beehive/num1/num_0069/'>68 [Exaltation]</a>,,E,,,,,,#item-0fb90c56c,,Head: exalting|Entry: 68 [Exaltation]|#item-0fb90c56c,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/834,2209,474,159/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560352869220,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/834,2209,474,159/150,/0/default.jpg",exalting,<a href='/digital-beehive/toc/toc3_19/'>Full Page</a>,,
index_1335,Volume 3,19,ermin,,,E,<a href='/digital-beehive/toc/toc1_084/'>p.34 [Image 1.94]</a>,,,,,#item-f57e21bba,,Head: ermin|Page: p.34 [Image 1.94]|#item-f57e21bba,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/137,2219,413,115/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559847355460,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0962/137,2219,413,115/150,/0/default.jpg",ermin,<a href='/digital-beehive/toc/toc3_19/'>Full Page</a>,,
