pid,volume,image_number,head,entry,topic,first_letter,page,add,xref,see,index,item,unparsed,line,selection,full_image,annotation_uri,insertion,thumbnail,label,location,issue,insertion_xref
index_1178,Volume 3,18,earthquake,<a href='/digital-beehive/alpha2/alpha_0275/'>a</a>,,E,,,,,,#item-632447253,,Head: earthquake|Entry: a|#item-632447253,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/430,2456,394,105/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559667281610,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/430,2456,394,105/150,/0/default.jpg",earthquake,<a href='/digital-beehive/toc/toc3_18/'>Full Page</a>,,
index_1179,Volume 3,18,elk,<a href='/digital-beehive/num7/num_2269/'>1529 [Moose : Elk]</a>,,E,,,,,,#item-153cebef1,,Head: elk|Entry: 1529 [Moose : Elk]|#item-153cebef1,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1158,2661,329,131/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559680002578,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1158,2661,329,131/150,/0/default.jpg",elk,<a href='/digital-beehive/toc/toc3_18/'>Full Page</a>,,
index_1180,Volume 3,18,east,864 [PAGE_MISSING],,E,,,,,,#item-5a61a74dd,,Head: east|Entry: 864 [PAGE_MISSING]|#item-5a61a74dd,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/420,2731,356,102/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559667609324,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/420,2731,356,102/150,/0/default.jpg",east,<a href='/digital-beehive/toc/toc3_18/'>Full Page</a>,,
index_1181,Volume 3,18,ensigns,<a href='/digital-beehive/num2/num_0282/'>257 [Arms]</a>,,E,,,,,,#item-924a211f0,,Head: ensigns|Entry: 257 [Arms]|#item-924a211f0,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1856,2788,384,116/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559835669654,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1856,2788,384,116/150,/0/default.jpg",ensigns,<a href='/digital-beehive/toc/toc3_18/'>Full Page</a>,,
index_1182,Volume 3,18,easter,<a href='/digital-beehive/alpha2/alpha_0276/'>a</a>,,E,,,,,,#item-b456e342f,,Head: easter|Entry: a|#item-b456e342f,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/413,2929,326,116/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559667939926,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/413,2929,326,116/150,/0/default.jpg",easter,<a href='/digital-beehive/toc/toc3_18/'>Full Page</a>,,
index_1183,Volume 3,18,easy,<a href='/digital-beehive/num1/num_0251/'>233 [Easy]</a>,,E,,,,,,#item-4d7c7cea9,,Head: easy|Entry: 233 [Easy]|#item-4d7c7cea9,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/419,3065,346,112/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559668044110,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/419,3065,346,112/150,/0/default.jpg",easy,<a href='/digital-beehive/toc/toc3_18/'>Full Page</a>,,
index_1184,Volume 3,18,[:47.],,,E,,,,,,#item-9c59520af,Type: Index|Insertion Xref: [:47.]|#item-9c59520af,Type: Index|Insertion Xref: [:47.]|#item-9c59520af,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1724,3268,165,136/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560276292612,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1724,3268,165,136/150,/0/default.jpg",[:47.],<a href='/digital-beehive/toc/toc3_18/'>Full Page</a>,,<a href='/digital-beehive/index5/index_4732/'>Em (or Im)bossing</a>
index_1185,Volume 3,18,ecclesiastical discipline,<a href='/digital-beehive/alpha2/alpha_0277/'>a</a>|<a href='/digital-beehive/num2/num_0493/'>402 [Order & Discipline in the Church]</a>|<a href='/digital-beehive/num7/num_2407/'>1600 [Church-Discipline]</a>|<a href='/digital-beehive/num8/num_2740/'>1808 [Church Governmt]</a>,,E,,,,,,#item-a5ccacb02,,Head: ecclesiastical discipline|Entry: a|Entry: 402 [Order & Discipline in the Church]|Entry: 1600 [Church-Discipline]|Entry: 1808 [Church Governmt]|#item-a5ccacb02,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1166,213,682,192/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559670014613,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1166,213,682,192/150,/0/default.jpg",ecclesiastical discipline,<a href='/digital-beehive/toc/toc3_18/'>Full Page</a>,,
index_1187,Volume 3,18,ecclesiastical revenues,<a href='/digital-beehive/num1/num_0034/'>34 [Ecclesiastical (: excessive :) Revenues]</a>|<a href='/digital-beehive/num7/num_2561/'>1670 [Ecclesiastical Revenues]</a>,,E,,,,,,#item-4fc4ddb2a,,Head: ecclesiastical revenues|Entry: 34 [Ecclesiastical (: excessive :) Revenues]|Entry: 1670 [Ecclesiastical Revenues]|#item-4fc4ddb2a,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1162,364,654,109/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559670507797,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1162,364,654,109/150,/0/default.jpg",ecclesiastical revenues,<a href='/digital-beehive/toc/toc3_18/'>Full Page</a>,,
index_1188,Volume 3,18,emptiness,760 [PAGE_MISSING],,E,,,,,,#item-7337de288,,Head: emptiness|Entry: 760 [PAGE_MISSING]|#item-7337de288,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1859,376,521,147/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559745063011,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1859,376,521,147/150,/0/default.jpg",emptiness,<a href='/digital-beehive/toc/toc3_18/'>Full Page</a>,,
index_1190,Volume 3,18,ecclesiasticus,<a href='/digital-beehive/num10/num_3446/'>4464 [Ecclesiasticus]</a>,,E,,,,,,#item-ad461cfdb,,Head: ecclesiasticus|Entry: 4464 [Ecclesiasticus]|#item-ad461cfdb,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1162,452,631,93/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559671097571,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1162,452,631,93/150,/0/default.jpg",ecclesiasticus,<a href='/digital-beehive/toc/toc3_18/'>Full Page</a>,,
index_1191,Volume 3,18,echo,<a href='/digital-beehive/alpha2/alpha_0278/'>a</a>|<a href='/digital-beehive/num7/num_2443/'>1616 [Eccho]</a>,,E,,,,,,#item-2c501e5dc,,Head: echo|Entry: a|Entry: 1616 [Eccho]|#item-2c501e5dc,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1160,461,439,130/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559671232492,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1160,461,439,130/150,/0/default.jpg",echo,<a href='/digital-beehive/toc/toc3_18/'>Full Page</a>,,
index_1192,Volume 3,18,emulation,828 [PAGE_MISSING],,E,,,,,,#item-ea35cbe7f,,Head: emulation|Entry: 828 [PAGE_MISSING]|#item-ea35cbe7f,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1841,471,546,135/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559745195800,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1841,471,546,135/150,/0/default.jpg",emulation,<a href='/digital-beehive/toc/toc3_18/'>Full Page</a>,,
index_1194,Volume 3,18,enamel,4540 [PAGE_MISSING],,E,,,,,,#item-90e599d8e,,Head: enamel|Entry: 4540 [PAGE_MISSING]|#item-90e599d8e,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1879,579,476,81/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559745365209,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1879,579,476,81/150,/0/default.jpg",enamel,<a href='/digital-beehive/toc/toc3_18/'>Full Page</a>,,
index_1195,Volume 3,18,eclipse,<a href='/digital-beehive/alpha2/alpha_0279/'>a</a>|<a href='/digital-beehive/num4/num_1251/'>936 [Eclipse]</a>|<a href='/digital-beehive/num6/num_1814/'>1299 [Eclipse]</a>|<a href='/digital-beehive/num10/num_3272/'>2309 [Eclipse]</a>,,E,,,,,,#item-cd97d63fb,,Head: eclipse|Entry: a|Entry: 936 [Eclipse]|Entry: 1299 [Eclipse]|Entry: 2309 [Eclipse]|#item-cd97d63fb,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1169,598,790,143/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559671708102,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1169,598,790,143/150,/0/default.jpg",eclipse,<a href='/digital-beehive/toc/toc3_18/'>Full Page</a>,,
index_1196,Volume 3,18,enchantmt,<a href='/digital-beehive/num2/num_0317/'>282 [Enchantmt]</a>,,E,,,,,,#item-797b2ed48,,Head: enchantmt|Entry: 282 [Enchantmt]|#item-797b2ed48,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1851,630,569,132/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559745710884,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1851,630,569,132/150,/0/default.jpg",enchantmt,<a href='/digital-beehive/toc/toc3_18/'>Full Page</a>,,
index_1197,Volume 3,18,edge,,,E,,,,<a href='/digital-beehive/index1/index_0432/'>blunt</a>|<a href='/digital-beehive/index4/index_3688/'>sharp</a>,,#item-9dafb966c,,Head: edge|See: blunt|See: sharp|#item-9dafb966c,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1160,717,682,138/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559671796377,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1160,717,682,138/150,/0/default.jpg",edge,<a href='/digital-beehive/toc/toc3_18/'>Full Page</a>,,
index_1198,Volume 3,18,to encompass,739 [PAGE_MISSING],,E,,,,,,#item-5fa62318c,,Head: to encompass|Entry: 739 [PAGE_MISSING]|#item-5fa62318c,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1846,718,569,180/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559754088858,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1846,718,569,180/150,/0/default.jpg",to encompass,<a href='/digital-beehive/toc/toc3_18/'>Full Page</a>,,
index_1200,Volume 3,18,edict,<a href='/digital-beehive/num6/num_1789/'>1285 [an Edict]</a>,,E,,,,,,#item-f7e8f0fb9,,Head: edict|Entry: 1285 [an Edict]|#item-f7e8f0fb9,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1085,815,472,101/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559671949782,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1085,815,472,101/150,/0/default.jpg",edict,<a href='/digital-beehive/toc/toc3_18/'>Full Page</a>,,
index_1201,Volume 3,18,education,<a href='/digital-beehive/num1/num_0009/'>9 [Education]</a>|<a href='/digital-beehive/num2/num_0315/'>280 [Education]</a>|<a href='/digital-beehive/num6/num_1801/'>1291 [Education]</a>|1866 [PAGE_MISSING]|<a href='/digital-beehive/num10/num_3441/'>4460 [Education]</a>|4624 [PAGE_MISSING],,E,,,,,,#item-b7cd88d40,,Head: education|Entry: 9 [Education]|Entry: 280 [Education]|Entry: 1291 [Education]|Entry: 1866 [PAGE_MISSING]|Entry: 4460 [Education]|Entry: 4624 [PAGE_MISSING]|#item-b7cd88d40,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1110,841,889,224/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559672878266,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1110,841,889,224/150,/0/default.jpg",education,<a href='/digital-beehive/toc/toc3_18/'>Full Page</a>,,
index_1202,Volume 3,18,encouragemt,<a href='/digital-beehive/num3/num_0800/'>606 [Encouragemt]</a>,,E,,,,,,#item-f72cec738,,Head: encouragemt|Entry: 606 [Encouragemt]|#item-f72cec738,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1851,860,564,121/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559754562146,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1851,860,564,121/150,/0/default.jpg",encouragemt,<a href='/digital-beehive/toc/toc3_18/'>Full Page</a>,,
index_1204,Volume 3,18,edom,<a href='/digital-beehive/num8/num_2783/'>1901 [Esau]</a>,,E,,,,,,#item-edcacdb30,,Head: edom|Entry: 1901 [Esau]|#item-edcacdb30,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1133,888,406,95/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559672178044,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1133,888,406,95/150,/0/default.jpg",edom,<a href='/digital-beehive/toc/toc3_18/'>Full Page</a>,,
index_1206,Volume 3,18,encyclopady,<a href='/digital-beehive/num8/num_2900/'>1973 [Learning]</a>,,E,,,,,,#item-200ae7c55,,Head: encyclopady|Entry: 1973 [Learning]|#item-200ae7c55,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1853,944,578,133/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559754739847,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1853,944,578,133/150,/0/default.jpg",encyclopady,<a href='/digital-beehive/toc/toc3_18/'>Full Page</a>,,
index_1207,Volume 3,18,Edward VI,1838 [PAGE_MISSING],,E,,,,,,#item-0ab65ee8a,,Head: Edward VI|Entry: 1838 [PAGE_MISSING]|#item-0ab65ee8a,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1173,1001,509,81/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559672943422,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1173,1001,509,81/150,/0/default.jpg",Edward VI,<a href='/digital-beehive/toc/toc3_18/'>Full Page</a>,,
index_1208,Volume 3,18,end,<a href='/digital-beehive/alpha2/alpha_0285/'>a</a>|<a href='/digital-beehive/num4/num_1088/'>868 [End]</a>|<a href='/digital-beehive/num9/num_3195/'>2249 [End]</a>,,E,,,,,,#item-cd586b415,,Head: end|Entry: a|Entry: 868 [End]|Entry: 2249 [End]|#item-cd586b415,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1861,1012,581,107/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560450976914,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1861,1012,581,107/150,/0/default.jpg",end,<a href='/digital-beehive/toc/toc3_18/'>Full Page</a>,,
index_1210,Volume 3,18,endeavour,<a href='/digital-beehive/num3/num_0693/'>550 [Endeavour]</a>|<a href='/digital-beehive/num6/num_1857/'>1324 [Endeavour]</a>|<a href='/digital-beehive/num9/num_2950/'>2017 [Endeavour]</a>,,E,,,,,,#item-8d37acef1,,Head: endeavour|Entry: 550 [Endeavour]|Entry: 1324 [Endeavour]|Entry: 2017 [Endeavour]|#item-8d37acef1,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1811,1080,783,134/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559755143269,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1811,1080,783,134/150,/0/default.jpg",endeavour,<a href='/digital-beehive/toc/toc3_18/'>Full Page</a>,,
index_1212,Volume 3,18,endowed,<a href='/digital-beehive/num2/num_0544/'>440 [Qualities]</a>,,E,,,,,,#item-6d5c1e8e3,,Head: endowed|Entry: 440 [Qualities]|#item-6d5c1e8e3,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1851,1174,446,117/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559755317623,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1851,1174,446,117/150,/0/default.jpg",endowed,<a href='/digital-beehive/toc/toc3_18/'>Full Page</a>,,
index_1214,Volume 3,18,to endure,<a href='/digital-beehive/num6/num_1975/'>1383 [To bear : endure]</a>|<a href='/digital-beehive/num4/num_1312/'>983 [To Endure]</a>,,E,,,,,,#item-eee08d62b,,Head: to endure|Entry: 1383 [To bear : endure]|Entry: 983 [To Endure]|#item-eee08d62b,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1832,1237,626,120/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559755497808,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1832,1237,626,120/150,/0/default.jpg",to endure,<a href='/digital-beehive/toc/toc3_18/'>Full Page</a>,,
index_1215,Volume 3,18,to effect,<a href='/digital-beehive/num4/num_1114/'>878 [To Finish]</a>,,E,,,,,,#item-9d558f638,,Head: to effect |Entry: 878 [To Finish]|#item-9d558f638,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1183,1244,440,107/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559673177428,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1183,1244,440,107/150,/0/default.jpg",to effect,<a href='/digital-beehive/toc/toc3_18/'>Full Page</a>,,
index_1216,Volume 3,18,engin,,,E,,,,<a href='/digital-beehive/index3/index_2078/'>instrumt</a>,,#item-33b30681e,,Head: engin|See: instrumt|#item-33b30681e,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1819,1320,631,176/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559755663795,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0961/1819,1320,631,176/150,/0/default.jpg",engin,<a href='/digital-beehive/toc/toc3_18/'>Full Page</a>,,
