pid,volume,image_number,head,entry,topic,first_letter,page,add,xref,see,index,item,unparsed,line,selection,full_image,annotation_uri,insertion,thumbnail,label,location,issue,insertion_xref
index_1918,Volume 3,24,Jacob,<a href='/digital-beehive/num8/num_2789/'>1903 [Jacob]</a>,,I/J,,,,,,#item-ace6d71d3,,Head: Jacob|Entry: 1903 [Jacob]|#item-ace6d71d3,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0967/1799,3590,445,142/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0967/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559589178057,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0967/1799,3590,445,142/150,/0/default.jpg",Jacob,<a href='/digital-beehive/toc/toc3_24/'>Full Page</a>,,
index_1919,Volume 3,25,[:47.],,,I/J,,,,,,#item-62eccffee,Type: Index|Insertion Xref: [:47.]|#item-62eccffee,Type: Index|Insertion Xref: [:47.]|#item-62eccffee,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/1441,712,130,119/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560198490302,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/1441,712,130,119/150,/0/default.jpg",[:47.],<a href='/digital-beehive/toc/toc3_25/'>Full Page</a>,,<a href='/digital-beehive/index5/index_4732/'>Em (or Im)bossing</a>
index_1920,Volume 3,25,incest,<a href='/digital-beehive/num3/num_0726/'>570 [Incest]</a>,,I/J,,,,,,#item-cee0fc442,,Head: incest|Entry: 570 [Incest]|#item-cee0fc442,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/1572,806,1,1/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559670442840,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/1572,806,1,1/150,/0/default.jpg",incest,<a href='/digital-beehive/toc/toc3_25/'>Full Page</a>,,
index_1921,Volume 3,25,Jamaica,<a href='/digital-beehive/num7/num_2250/'>1519 [Jamaica]</a>,,I/J,,,,,,#item-cc655b7f8,,Head: Jamaica|Entry: 1519 [Jamaica]|#item-cc655b7f8,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/175,224,502,160/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559658695813,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/175,224,502,160/150,/0/default.jpg",Jamaica,<a href='/digital-beehive/toc/toc3_25/'>Full Page</a>,,
index_1922,Volume 3,25,illumination,<a href='/digital-beehive/alpha3/alpha_0457/'>a</a>|<a href='/digital-beehive/num5/num_1374/'>1027 [Illumination]</a>,,I/J,,,,,,#item-a08dbd85b,,Head: illumination|Entry: a|Entry: 1027 [Illumination]|#item-a08dbd85b,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/884,264,614,111/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559664659244,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/884,264,614,111/150,/0/default.jpg",illumination,<a href='/digital-beehive/toc/toc3_25/'>Full Page</a>,,
index_1923,Volume 3,25,James 3d,<a href='/digital-beehive/num9/num_3128/'>2186 [the Pretender James 3d]</a>,,I/J,,,,,,#item-f0f03a072,,Head: James 3d|Entry: 2186 [the Pretender James 3d]|#item-f0f03a072,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/168,285,616,135/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559658677810,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/168,285,616,135/150,/0/default.jpg",James 3d,<a href='/digital-beehive/toc/toc3_25/'>Full Page</a>,,
index_1924,Volume 3,25,in,<a href='/digital-beehive/num5/num_1391/'>1040 [In]</a>,,I/J,,,,,,#item-e970114b5,,Head: in|Entry: 1040 [In]|#item-e970114b5,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/1585,297,332,88/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559669394415,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/1585,297,332,88/150,/0/default.jpg",in,<a href='/digital-beehive/toc/toc3_25/'>Full Page</a>,,
index_1925,Volume 3,25,James I,<a href='/digital-beehive/num6/num_2157/'>1468 [Mole : Müttermal]</a>,,I/J,,,,,,#item-04b2950cf,,Head: James IEntry: 1468 [Mole : Müttermal]|#item-04b2950cf,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/170,329,470,151/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559658648355,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/170,329,470,151/150,/0/default.jpg",James I,<a href='/digital-beehive/toc/toc3_25/'>Full Page</a>,,
index_1926,Volume 3,25,Image of God,<a href='/digital-beehive/alpha3/alpha_0459/'>a</a>|<a href='/digital-beehive/num9/num_3010/'>2077 [Image of God]</a>,,I/J,,,,,,#item-f129a326c,,Head: Image of God|Entry: a|Entry: 2077 [Image of God]|#item-f129a326c,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/836,376,739,125/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559664766400,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/836,376,739,125/150,/0/default.jpg",Image of God,<a href='/digital-beehive/toc/toc3_25/'>Full Page</a>,,
index_1927,Volume 3,25,inamoured,<a href='/digital-beehive/num6/num_1858/'>1324 [Inamoured]</a>|<a href='/digital-beehive/num7/num_2639/'>1716 [Inamoured]</a>|<a href='/digital-beehive/num11/num_3556/'>4862 [Inamoured]</a>,,I/J,,,,,,#item-099db045d,,Head: inamoured|Entry: 1324 [Inamoured]|Entry: 1716 [Inamoured]|Entry: 4862 [Inamoured]|#item-099db045d,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/1582,377,738,179/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559669565220,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/1582,377,738,179/150,/0/default.jpg",inamoured,<a href='/digital-beehive/toc/toc3_25/'>Full Page</a>,,
index_1928,Volume 3,25,Jacobites,<a href='/digital-beehive/num8/num_2721/'>1789 [Jacobites]</a>,,I/J,,,,,,#item-844047635,,Head: Jacobites|Entry: 1789 [Jacobites]|#item-844047635,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/183,410,457,102/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559658172031,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/183,410,457,102/150,/0/default.jpg",Jacobites,<a href='/digital-beehive/toc/toc3_25/'>Full Page</a>,,
index_1929,Volume 3,25,Jailer,<a href='/digital-beehive/num2/num_0489/'>399 [Jailer]</a>,,I/J,,,,,,#item-e30834ea8,,Head: Jailer|Entry: 399 [Jailer]|#item-e30834ea8,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/154,451,416,139/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559658251678,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/154,451,416,139/150,/0/default.jpg",Jailer,<a href='/digital-beehive/toc/toc3_25/'>Full Page</a>,,
index_1930,Volume 3,25,in any wise,<a href='/digital-beehive/num6/num_1981/'>1385 [Howsoever]</a>,,I/J,,,,,,#item-e0b99fe3a,,Head: in any wise|Entry: 1385 [Howsoever]|#item-e0b99fe3a,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/1586,484,500,92/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559669663782,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/1586,484,500,92/150,/0/default.jpg",in any wise,<a href='/digital-beehive/toc/toc3_25/'>Full Page</a>,,
index_1931,Volume 3,25,images,<a href='/digital-beehive/alpha3/alpha_0458/'>a</a>|<a href='/digital-beehive/num4/num_1273/'>955 [Images]</a>|4632 [PAGE_MISSING],,I/J,<a href='/digital-beehive/toc/toc1_054/'>p.4 [Image 1.64]</a>,,,,,#item-84345db13,,Head: images|Page: p.4 [Image 1.64]|Entry: a|Entry: 955 [Images]|Entry: 4632 [PAGE_MISSING]|#item-84345db13,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/875,502,663,141/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559664857096,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/875,502,663,141/150,/0/default.jpg",images,<a href='/digital-beehive/toc/toc3_25/'>Full Page</a>,,
index_1932,Volume 3,25,Janizaries,1877 [PAGE_MISSING],,I/J,,,,,,#item-a392f3b85,,Head: Janizaries|Entry: 1877 [PAGE_MISSING]|#item-a392f3b85,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/167,514,515,109/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559658750747,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/167,514,515,109/150,/0/default.jpg",Janizaries,<a href='/digital-beehive/toc/toc3_25/'>Full Page</a>,,
index_1933,Volume 3,25,incarnation,<a href='/digital-beehive/num3/num_0660/'>527 [Incarnation]</a>|<a href='/digital-beehive/num6/num_2119/'>1449 [Incarnation of Christ]</a>,,I/J,,,,,,#item-e23d5fa89,,Head: incarnation|Entry: 527 [Incarnation]|Entry: 1449 [Incarnation of Christ]|#item-e23d5fa89,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/1577,541,748,156/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559669807483,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/1577,541,748,156/150,/0/default.jpg",incarnation,<a href='/digital-beehive/toc/toc3_25/'>Full Page</a>,,
index_1934,Volume 3,25,Jansenism,<a href='/digital-beehive/num7/num_2228/'>1508 [Jansenism]</a>,,I/J,,,,,,#item-8c88321db,,Head: Jansenism|Entry: 1508 [Jansenism]|#item-8c88321db,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/161,574,498,114/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559658814581,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/161,574,498,114/150,/0/default.jpg",Jansenism,<a href='/digital-beehive/toc/toc3_25/'>Full Page</a>,,
index_1935,Volume 3,25,imagination,<a href='/digital-beehive/alpha3/alpha_0460/'>a</a>|736 [PAGE_MISSING]|<a href='/digital-beehive/num7/num_2488/'>1637 [Imagination]</a>|<a href='/digital-beehive/num9/num_3152/'>2210 [Imagination]</a>,,I/J,,,,,,#item-a24337dfa,,Head: imagination|Entry: a|Entry: 736 [PAGE_MISSING]|Entry: 1637 [Imagination]|Entry: 2210 [Imagination]|#item-a24337dfa,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/864,627,678,126/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559665047940,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/864,627,678,126/150,/0/default.jpg",imagination,<a href='/digital-beehive/toc/toc3_25/'>Full Page</a>,,
index_1936,Volume 3,25,incendiary,<a href='/digital-beehive/num2/num_0442/'>369 [Incendiary]</a>,,I/J,<a href='/digital-beehive/toc/toc1_080/'>p.30 [Image 1.90]</a>,,,,,#item-a9335a205,,Head: incendiary|Page: p.30 [Image 1.90]|Entry: 369 [Incendiary]|#item-a9335a205,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/1577,645,593,147/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559669868464,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/1577,645,593,147/150,/0/default.jpg",incendiary,<a href='/digital-beehive/toc/toc3_25/'>Full Page</a>,,
index_1937,Volume 3,25,Janus,4541 [PAGE_MISSING],,I/J,,,,,,#item-4f64b07e8,,Head: Janus|Entry: 4541 [PAGE_MISSING]|#item-4f64b07e8,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/177,647,421,95/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559658869158,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/177,647,421,95/150,/0/default.jpg",Janus,<a href='/digital-beehive/toc/toc3_25/'>Full Page</a>,,
index_1938,Volume 3,25,Jarsey,<a href='/digital-beehive/num3/num_0883/'>647 [West-Jarsey]</a>|<a href='/digital-beehive/num7/num_2256/'>1522 [New Jersey]</a>,,I/J,,,,,,#item-68af3d9f8,,Head: Jarsey|Entry: 647 [West-Jarsey]|Entry: 1522 [New Jersey]|#item-68af3d9f8,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/176,673,557,140/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559659034598,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/176,673,557,140/150,/0/default.jpg",Jarsey,<a href='/digital-beehive/toc/toc3_25/'>Full Page</a>,,
index_1939,Volume 3,25,incense,<a href='/digital-beehive/num8/num_2791/'>1904 [Incense]</a>,,I/J,,,,,,#item-30b5be789,,Head: incense|Entry: 1904 [Incense]|#item-30b5be789,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/1573,737,451,117/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559670713555,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/1573,737,451,117/150,/0/default.jpg",incense,<a href='/digital-beehive/toc/toc3_25/'>Full Page</a>,,
index_1940,Volume 3,25,imitation,<a href='/digital-beehive/alpha3/alpha_0461/'>a</a>|<a href='/digital-beehive/num2/num_0365/'>317 [Imitation]</a>,,I/J,,,,,,#item-775224661,,Head: imitation|Entry: a|Entry: 317 [Imitation]|#item-775224661,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/868,765,596,90/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559665180845,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/868,765,596,90/150,/0/default.jpg",imitation,<a href='/digital-beehive/toc/toc3_25/'>Full Page</a>,,
index_1941,Volume 3,25,jaundise,<a href='/digital-beehive/num5/num_1665/'>1217 [Jaundise]</a>,,I/J,,,,,,#item-6370dbb4b,,Head: jaundise|Entry: 1217 [Jaundise]|#item-6370dbb4b,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/171,773,500,157/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559659104924,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/171,773,500,157/150,/0/default.jpg",jaundise,<a href='/digital-beehive/toc/toc3_25/'>Full Page</a>,,
index_1942,Volume 3,25,incest,<a href='/digital-beehive/num3/num_0726/'>570 [Incest]</a>,,I/J,,,,,,#item-27146b0db,,Head: incest|Entry: 570 [Incest]|#item-27146b0db,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/1572,801,360,83/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559670743143,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/1572,801,360,83/150,/0/default.jpg",incest,<a href='/digital-beehive/toc/toc3_25/'>Full Page</a>,,
index_1943,Volume 3,25,imitation of Christ,<a href='/digital-beehive/alpha3/alpha_0462/'>a</a>|<a href='/digital-beehive/num5/num_1349/'>1010 [Following of Christ]</a>,,I/J,,,,,,#item-afe949723,,Head: imitation of Christ|Entry: a|Entry: 1010 [Following of Christ]|#item-afe949723,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/852,827,641,142/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559665291036,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/852,827,641,142/150,/0/default.jpg",imitation of Christ,<a href='/digital-beehive/toc/toc3_25/'>Full Page</a>,,
index_1944,Volume 3,25,incivility,<a href='/digital-beehive/alpha3/alpha_0469/'>a</a>,,I/J,,,,,,#item-66a4ba10b,,Head: incivility|Entry: a|#item-66a4ba10b,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/1573,887,454,133/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559670772508,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/1573,887,454,133/150,/0/default.jpg",incivility,<a href='/digital-beehive/toc/toc3_25/'>Full Page</a>,,
index_1945,Volume 3,25,ice,<a href='/digital-beehive/num3/num_0686/'>544 [Ice]</a>,,I/J,,,,,,#item-12e1d4b6f,,Head: ice|Entry: 544 [Ice]|#item-12e1d4b6f,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/164,935,297,80/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559659169121,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/164,935,297,80/150,/0/default.jpg",ice,<a href='/digital-beehive/toc/toc3_25/'>Full Page</a>,,
index_1946,Volume 3,25,im[m]ensity,<a href='/digital-beehive/num2/num_0287/'>260 [Immensity]</a>,,I/J,,,,,,#item-ff56f9e59,,Head: im[m]ensity|Entry: 260 [Immensity]|#item-ff56f9e59,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/881,950,452,144/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559665357846,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/881,950,452,144/150,/0/default.jpg",im[m]ensity,<a href='/digital-beehive/toc/toc3_25/'>Full Page</a>,,
index_1947,Volume 3,25,idea,<a href='/digital-beehive/num9/num_2975/'>2042 [Ideas]</a>,,I/J,,,,,,#item-5c7801cf5,,Head: idea|Entry: 2042 [Ideas]|#item-5c7801cf5,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/163,993,398,81/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559659403875,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/163,993,398,81/150,/0/default.jpg",idea,<a href='/digital-beehive/toc/toc3_25/'>Full Page</a>,,
index_1948,Volume 3,25,inclination,811 [PAGE_MISSING],,I/J,,,,,,#item-70b912a92,,Head: inclination|Entry: 811 [PAGE_MISSING]|#item-70b912a92,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/1564,1004,531,102/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559670804226,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/1564,1004,531,102/150,/0/default.jpg",inclination,<a href='/digital-beehive/toc/toc3_25/'>Full Page</a>,,
index_1949,Volume 3,25,idleness,<a href='/digital-beehive/alpha3/alpha_0447/'>a</a>|<a href='/digital-beehive/num4/num_1260/'>943 [Idleness]</a>|<a href='/digital-beehive/num9/num_3024/'>2089 [Idleness]</a>,,I/J,,,,,,#item-b7968b194,,Head: idleness|Entry: a|Entry: 943 [Idleness]|Entry: 2089 [Idleness]|#item-b7968b194,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/178,1019,646,186/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559659938662,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/178,1019,646,186/150,/0/default.jpg",idleness,<a href='/digital-beehive/toc/toc3_25/'>Full Page</a>,,
index_1950,Volume 3,25,im[m]ortal,<a href='/digital-beehive/num2/num_0591/'>474 [Immortal]</a>,,I/J,,,,,,#item-efdb43bed,,Head: im[m]ortal|Entry: 474 [Immortal]|#item-efdb43bed,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/864,1087,477,102/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559665471376,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/864,1087,477,102/150,/0/default.jpg",im[m]ortal,<a href='/digital-beehive/toc/toc3_25/'>Full Page</a>,,
index_1951,Volume 3,25,idolatry,<a href='/digital-beehive/alpha3/alpha_0448/'>a</a>|<a href='/digital-beehive/num3/num_0809/'>610 [Idolatry]</a>|1887 [PAGE_MISSING],,I/J,,,,,,#item-d331e930c,,Head: idolatry|Entry: a|Entry: 610 [Idolatry]|Entry: 1887 [PAGE_MISSING]|#item-d331e930c,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/170,1125,660,161/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559660402401,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/170,1125,660,161/150,/0/default.jpg",idolatry,<a href='/digital-beehive/toc/toc3_25/'>Full Page</a>,,
index_1952,Volume 3,25,incognito,<a href='/digital-beehive/num2/num_0291/'>262 [Anonymous or Nameless]</a>,,I/J,,,,,,#item-d106f1c11,,Head: incognito|Entry: 262 [Anonymous or Nameless]|#item-d106f1c11,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/1574,1136,525,152/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559670879228,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/1574,1136,525,152/150,/0/default.jpg",incognito,<a href='/digital-beehive/toc/toc3_25/'>Full Page</a>,,
index_1953,Volume 3,25,impartiality,<a href='/digital-beehive/alpha3/alpha_0463/'>a</a>|<a href='/digital-beehive/num6/num_2046/'>1417 [Impartial]</a>,,I/J,,,,,,#item-3a7127ee0,,Head: impartiality|Entry: a|Entry: 1417 [Impartial]|#item-3a7127ee0,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/858,1217,693,138/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559665619989,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/858,1217,693,138/150,/0/default.jpg",impartiality,<a href='/digital-beehive/toc/toc3_25/'>Full Page</a>,,
index_1954,Volume 3,25,incom[m]odity,743 [PAGE_MISSING],,I/J,,,,,,#item-30e7b4d12,,Head: incom[m]odity|Entry: 743 [PAGE_MISSING]|#item-30e7b4d12,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/1577,1246,531,146/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559670923273,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/1577,1246,531,146/150,/0/default.jpg",incom[m]odity,<a href='/digital-beehive/toc/toc3_25/'>Full Page</a>,,
index_1955,Volume 3,25,Jealousie,<a href='/digital-beehive/alpha3/alpha_0449/'>a</a>|<a href='/digital-beehive/num6/num_1818/'>1301 [Jealous]</a>|<a href='/digital-beehive/num7/num_2532/'>1656 [Jealousie]</a>|4622 [PAGE_MISSING],,I/J,,,,,,#item-055c4620b,,Head: Jealousie|Entry: a|Entry: 1301 [Jealous]|Entry: 1656 [Jealousie]|Entry: 4622 [PAGE_MISSING]|#item-055c4620b,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/160,1252,716,166/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559660559663,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/160,1252,716,166/150,/0/default.jpg",Jealousie,<a href='/digital-beehive/toc/toc3_25/'>Full Page</a>,,
index_1956,Volume 3,25,impatience,<a href='/digital-beehive/alpha3/alpha_0464/'>a</a>|<a href='/digital-beehive/num5/num_1563/'>1147 [Impatience]</a>,,I/J,,,,,,#item-252963366,,Head: impatience|Entry: a|Entry: 1147 [Impatience]|#item-252963366,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/855,1320,669,140/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559665688611,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/855,1320,669,140/150,/0/default.jpg",impatience,<a href='/digital-beehive/toc/toc3_25/'>Full Page</a>,,
index_1957,Volume 3,25,incomparable,<a href='/digital-beehive/num3/num_0670/'>535 [Incomparable]</a>|1853 [PAGE_MISSING],,I/J,,,,,,#item-4885ef3bb,,Head: incomparable|Entry: 535 [Incomparable]|Entry: 1853 [PAGE_MISSING]|#item-4885ef3bb,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/1575,1358,739,161/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1559671027075,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0968/1575,1358,739,161/150,/0/default.jpg",incomparable,<a href='/digital-beehive/toc/toc3_25/'>Full Page</a>,,
