pid,volume,image_number,head,entry,topic,first_letter,xref,see,page,add,type,index,item,unparsed,line,selection,full_image,annotation_uri,order,thumbnail,full,label
index_4179,Volume 3,48,too late,<a href='/New_Beehive/toc_vol2/toc2_244/'>1255 [Too Late]</a>,,T,,,<a href='/New_Beehive/toc_vol1/toc1_094/'>p.44 [Image 1.104]</a>,,,,#item-9f450cc8c,,Head: too late|Page: p.44 [Image 1.104]|Entry: 1255 [Too Late]|#item-9f450cc8c,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/483,1283,652,122/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560273955708,4179,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/483,1283,652,122/full/0/default.jpg",too late
index_4180,Volume 3,48,too little,<a href='/New_Beehive/alpha5/alpha_0953/'>a</a>,,T,,,,,,,#item-69bbded64,,Head: too little|Entry: a|#item-69bbded64,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/447,1398,417,99/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560274587757,4180,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/447,1398,417,99/full/0/default.jpg",too little
index_4181,Volume 3,48,too many,,,T,,captains,,,,,#item-2510843f6,,Head: too many|See: captains|#item-2510843f6,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/449,1492,673,142/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560274616409,4181,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/449,1492,673,142/full/0/default.jpg",too many
index_4182,Volume 3,48,too much,<a href='/New_Beehive/alpha5/alpha_0955/'>a</a>|815 [PAGE_MISSING]|4649 [PAGE_MISSING],,T,,,,,,,#item-02bb8094e,,Head: too much|Entry: a|Entry: 815 [PAGE_MISSING]|Entry: 4649 [PAGE_MISSING]|#item-02bb8094e,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/443,1635,713,134/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560274806427,4182,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/443,1635,713,134/full/0/default.jpg",too much
index_4183,Volume 3,48,too much liberty,<a href='/New_Beehive/toc_vol2/toc2_131/'>565 [too much liberty]</a>,,T,,,,,,,#item-fdae64102,,Head: too much liberty|Entry: 565 [too much liberty]|#item-fdae64102,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/452,1760,581,129/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560274987579,4183,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/452,1760,581,129/full/0/default.jpg",too much liberty
index_4184,Volume 3,48,too slow or quick,<a href='/New_Beehive/alpha5/alpha_0956/'>a</a>,,T,,,,,,,#item-05f6ad2bf,,Head: too slow or quick|Entry: a|#item-05f6ad2bf,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/449,1887,595,143/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560275031739,4184,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/449,1887,595,143/full/0/default.jpg",too slow or quick
index_4185,Volume 3,48,too soon,a,,T,,,,,,,#item-e97ee975e,,Head: too soon|Entry: a|#item-e97ee975e,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/440,2054,420,106/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560275052647,4185,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/440,2054,420,106/full/0/default.jpg",too soon
index_4186,Volume 3,48,too suspicious,<a href='/New_Beehive/alpha5/alpha_0954/'>a</a>,,T,,,,,,,#item-92d6a2e21,,Head: too suspicious|Entry: a|#item-92d6a2e21,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/446,2157,532,133/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560275091491,4186,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/446,2157,532,133/full/0/default.jpg",too suspicious
index_4187,Volume 3,48,too wise,<a href='/New_Beehive/toc_vol2/toc2_112/'>444 [Too Wise]</a>|<a href='/New_Beehive/toc_vol2/toc2_268/'>1372 [Too wise]</a>,,T,,,,,,,#item-6bdafed90,,Head: too wise|Entry: 444 [Too Wise]|Entry: 1372 [Too wise]|#item-6bdafed90,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/454,2242,560,160/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560275323916,4187,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/454,2242,560,160/full/0/default.jpg",too wise
index_4188,Volume 3,48,too young,<a href='/New_Beehive/alpha5/alpha_0957/'>a</a>,,T,,,,,,,#item-899d10ab9,,Head: too young|Entry: a|#item-899d10ab9,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/463,2420,411,114/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560275360677,4188,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/463,2420,411,114/full/0/default.jpg",too young
index_4189,Volume 3,48,tool,<a href='/New_Beehive/toc_vol2/toc2_412/'>2378 [Instruments]</a>,,T,,instrument,,,,,#item-675e133b8,,Head: tool|See: instrument|Entry: a|Entry: 2378 [Instruments]|#item-675e133b8,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/468,2539,670,143/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560275523479,4189,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/468,2539,670,143/full/0/default.jpg",tool
index_4190,Volume 3,48,tooth,<a href='/New_Beehive/alpha5/alpha_0959/'>a</a>|<a href='/New_Beehive/toc_vol2/toc2_251/'>1286 [Tooth]</a>,,T,,,,,,,#item-291c9ed5e,,Head: tooth|Entry: a|Entry: 1286 [Tooth]|#item-291c9ed5e,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/462,2670,493,116/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560275690671,4190,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/462,2670,493,116/full/0/default.jpg",tooth
index_4191,Volume 3,48,toothach,<a href='/New_Beehive/alpha5/alpha_0960/'>a</a>,,T,,,,,,,#item-a41ef606f,,Head: toothach|Entry: a|#item-a41ef606f,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/443,2744,390,122/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560275722106,4191,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/443,2744,390,122/full/0/default.jpg",toothach
index_4192,Volume 3,48,top,<a href='/New_Beehive/toc_vol2/toc2_124/'>520 [Tower]</a>,,T,,,,,,,#item-02296037f,,Head: top|Entry: 520 [Tower]|#item-02296037f,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/473,2884,300,120/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560275899713,4192,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/473,2884,300,120/full/0/default.jpg",top
index_4193,Volume 3,48,top knot,<a href='/New_Beehive/toc_vol2/toc2_423/'>4454 [Top knots]</a>,,T,,,<a href='/New_Beehive/toc_vol1/toc1_088/'>p.38 [Image 1.98]</a>,,,,#item-e9a4ecdb3,,Head: top knot|Page: p.38 [Image 1.98]|Entry: 4454 [Top knots]|#item-e9a4ecdb3,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/440,2945,664,151/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560276142989,4193,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/440,2945,664,151/full/0/default.jpg",top knot
index_4194,Volume 3,48,tophet,<a href='/New_Beehive/toc_vol2/toc2_383/'>2171 [Tophet]</a>,,T,,,,,,,#item-87955e608,,Head: tophet|Entry: 2171 [Tophet]|#item-87955e608,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/462,3024,514,122/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560276963080,4194,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/462,3024,514,122/full/0/default.jpg",tophet
index_4195,Volume 3,48,torch,,,T,,,<a href='/New_Beehive/toc_vol1/toc1_080/'>p.30 [Image 1.90]</a>,,,,#item-0f39a28e8,,Head: torch|Page: p.30 [Image 1.90]|#item-0f39a28e8,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/463,3086,442,149/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560277011264,4195,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/463,3086,442,149/full/0/default.jpg",torch
index_4196,Volume 3,48,tories,<a href='/New_Beehive/toc_vol2/toc2_342/'>1766 [High Church]</a>,,T,,,,,,,#item-d09561fce,,Head: tories|Entry: 1766 [High Church]|#item-d09561fce,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/482,3171,416,118/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560277245063,4196,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/482,3171,416,118/full/0/default.jpg",tories
index_4197,Volume 3,48,torment,<a href='/New_Beehive/toc_vol2/toc2_225/'>1158 [Pain]</a>,,T,,,,,,,#item-36415d64b,,Head: torment|Entry: 1158 [Pain]|#item-36415d64b,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/469,3236,476,105/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560277988080,4197,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/469,3236,476,105/full/0/default.jpg",torment
index_4198,Volume 3,48,tortoise,<a href='/New_Beehive/alpha5/alpha_0961/'>a</a>|4704 [PAGE_MISSING],,T,,,<a href='/New_Beehive/toc_vol1/toc1_086/'>p.36 [Image 1.96]</a>,,,,#item-b06a984ac,,Head: tortoise|Page: p.36 [Image 1.96]|Entry: a|Entry: 4704 [PAGE_MISSING]|#item-b06a984ac,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/459,3341,683,170/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560278129042,4198,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/459,3341,683,170/full/0/default.jpg",tortoise
index_4199,Volume 3,48,torturing,<a href='/New_Beehive/toc_vol2/toc2_108/'>419 [Torturing]</a>,,T,,,,,,,#item-6cb85a76d,,Head: torturing|Entry: 419 [Torturing]|#item-6cb85a76d,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/473,3592,577,160/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560278370090,4199,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/473,3592,577,160/full/0/default.jpg",torturing
index_4200,Volume 3,48,to touch,847 [PAGE_MISSING],,T,,,,,,,#item-70c5ce6f2,,Head: to touch|Entry: 847 [PAGE_MISSING]|#item-70c5ce6f2,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/1109,252,475,122/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560278489686,4200,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/1109,252,475,122/full/0/default.jpg",to touch
index_4201,Volume 3,48,touchstone,,,T,,,<a href='/New_Beehive/toc_vol1/toc1_082/'>p.32 [Image 1.92]</a>,,,,#item-748a87ef3,,Head: touchstone|Page: p.32 [Image 1.92]|#item-748a87ef3,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/1105,371,457,109/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560285281421,4201,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/1105,371,457,109/full/0/default.jpg",touchstone
index_4202,Volume 3,48,tough,<a href='/New_Beehive/toc_vol2/toc2_413/'>2381 [Tough]</a>,,T,,,,,,,#item-c8010eafd,,Head: tough|Entry: 2381 [Tough]|#item-c8010eafd,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/1111,434,318,145/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560285427185,4202,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/1111,434,318,145/full/0/default.jpg",tough
index_4203,Volume 3,48,tournamt,<a href='/New_Beehive/toc_vol2/toc2_258/'>1325 [Tournament]</a>,,T,,,,,,,#item-4417c36e9,,Head: tournamt|Entry: 1325 [Tournament]|#item-4417c36e9,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/1094,568,487,123/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1561482272117,4203,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/1094,568,487,123/full/0/default.jpg",tournamt
index_4204,Volume 3,48,towardliness,<a href='/New_Beehive/toc_vol2/toc2_289/'>1477 [Hopeful Children]</a>,,T,,,,,,,#item-e58c14885,,Head: towardliness|Entry: 1477 [Hopeful Children]|#item-e58c14885,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/1100,667,581,163/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1561483605681,4204,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/1100,667,581,163/full/0/default.jpg",towardliness
index_4205,Volume 3,48,towel,<a href='/New_Beehive/toc_vol2/toc2_139/'>612 [Shoe Clout]</a>,,T,,,,,,,#item-7cf31bb55,,Head: towel|Entry: 612 [Shoe Clout]|#item-7cf31bb55,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/1115,782,383,121/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1561483903912,4205,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/1115,782,383,121/full/0/default.jpg",towel
index_4206,Volume 3,48,tower,<a href='/New_Beehive/toc_vol2/toc2_124/'>520 [Tower]</a>,,T,,,,,,,#item-665c6db45,,Head: tower|Entry: 520 [Tower]|#item-665c6db45,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/1108,902,361,102/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1561484087706,4206,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/1108,902,361,102/full/0/default.jpg",tower
index_4207,Volume 3,48,town,<a href='/New_Beehive/toc_vol2/toc2_073/'>162 [City]</a>|Entry 1878 [PAGE_MISSING],,T,,,,,,,#item-7972d9119,,Head: town|Entry: 162 [City]|Entry 1878 [PAGE_MISSING]|#item-7972d9119,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/1104,1001,509,117/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1561484271418,4207,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/1104,1001,509,117/full/0/default.jpg",town
index_4208,Volume 3,48,toys,<a href='/New_Beehive/toc_vol2/toc2_076/'>199 [Toys]</a>|<a href='/New_Beehive/toc_vol2/toc2_233/'>1196 [Trifling]</a>,,T,,,,,,,#item-a81b35196,,Head: toys|Entry: 199 [Toys]|Entry: 1196 [Trifling]|#item-a81b35196,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/1107,1116,462,135/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1561484569605,4208,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/1107,1116,462,135/full/0/default.jpg",toys
index_4209,Volume 3,48,trade,<a href='/New_Beehive/alpha5/alpha_0962/'>a</a>|<a href='/New_Beehive/toc_vol2/toc2_143/'>634 [Trade]</a>|<a href='/New_Beehive/toc_vol2/toc2_365/'>1997 [Trade]</a>,,T,,,,,,,#item-4db18ceec,,Head: trade|Entry: a|Entry: 634 [Trade]|Entry: 1997 [Trade]|#item-4db18ceec,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/1117,1263,622,121/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1561484773263,4209,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/1117,1263,622,121/full/0/default.jpg",trade
index_4210,Volume 3,48,tradition,<a href='/New_Beehive/alpha5/alpha_0963/'>a</a>|<a href='/New_Beehive/toc_vol2/toc2_118/'>484 [Tradition]</a>|<a href='/New_Beehive/toc_vol2/toc2_269/'>1376 [Tradition]</a>,,T,,,,,,,#item-fa9ea301a,,Head: tradition|Entry: a|Entry: 484 [Tradition]|Entry: 1376 [Tradition]|#item-fa9ea301a,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/1112,1391,724,121/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1561485074220,4210,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/1112,1391,724,121/full/0/default.jpg",tradition
index_4211,Volume 3,48,tragedy,,,T,,<a href='/New_Beehive/index1/index_0730/'>comedy</a>,,,,,#item-49716a4e6,,Head: tragedy|See: comedy|#item-49716a4e6,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/1122,1515,549,167/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1561485145194,4211,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/1122,1515,549,167/full/0/default.jpg",tragedy
index_4212,Volume 3,48,train,<a href='/New_Beehive/toc_vol2/toc2_161/'>866 [Train]</a>,,T,,,,,,,#item-0601934cb,,Head: train|Entry: 866 [Train]|#item-0601934cb,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/1111,1671,401,123/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1561485417111,4212,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/1111,1671,401,123/full/0/default.jpg",train
index_4213,Volume 3,48,trance,<a href='/New_Beehive/alpha5/alpha_0964/'>a</a>|<a href='/New_Beehive/toc_vol2/toc2_251/'>1286 [Extasies]</a>,,T,,,,,,,#item-f94a7aa4f,,Head: trance|Entry: a|Entry: 1286 [Extasies]|#item-f94a7aa4f,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/1107,1816,541,106/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1561485853297,4213,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/1107,1816,541,106/full/0/default.jpg",trance
index_4214,Volume 3,48,Tranquebar,<a href='/New_Beehive/toc_vol2/toc2_411/'>2368 [Tranquebar]</a>,,T,,,,,,,#item-4955db645,,Head: Tranquebar|Entry: 2368 [Tranquebar]|#item-4955db645,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/1098,1890,583,131/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1561486301235,4214,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/1098,1890,583,131/full/0/default.jpg",Tranquebar
index_4215,Volume 3,48,tranquillity,<a href='/New_Beehive/toc_vol2/toc2_138/'>603 [Tranquillity]</a>,,T,,,,,,,#item-b4447cb03,,Head: tranquillity|Entry: 603 [Tranquillity]|#item-b4447cb03,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/1103,1952,586,154/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1561486464121,4215,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/1103,1952,586,154/full/0/default.jpg",tranquillity
index_4216,Volume 3,48,transform,<a href='/New_Beehive/toc_vol2/toc2_146/'>650 [Transformation]</a>|<a href='/New_Beehive/toc_vol2/toc2_324/'>1650 [Transmutation]</a>,,T,,,,,,,#item-581a46e0d,,Head: transform|Entry: 650 [Transformation]|Entry: 1650 [Transmutation]|#item-581a46e0d,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/1116,2071,632,145/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1561486632465,4216,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0991/1116,2071,632,145/full/0/default.jpg",transform
