pid,volume,image_number,head,entry,topic,first_letter,xref,see,page,add,type,index,item,unparsed,line,selection,full_image,annotation_uri,order,thumbnail,full,label
index_4039,Volume 3,46,T,<a href='/New_Beehive/toc_vol2/toc2_241/'>1236 [Crux ansata]</a>,,T,,,,,,,#item-768588548,,Head: T|Entry: 1236 [Crux ansata]|#item-768588548,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/2038,268,346,139/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531742208851,4039,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/2038,268,346,139/full/0/default.jpg",T
index_4040,Volume 3,46,tabern,,,T,,Inn,,,,,#item-733cb1714,,Head: tabern|See: Inn|#item-733cb1714,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1860,423,505,135/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531742228514,4040,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1860,423,505,135/full/0/default.jpg",tabern
index_4041,Volume 3,46,tabernacle,<a href='/New_Beehive/toc_vol2/toc2_134/'>582 [Articles of faith]</a>,,T,,,,,,,#item-4166e5676,,Head: tabernacle|Entry: 582 [Articles of faith]|#item-4166e5676,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1832,553,543,107/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531742286333,4041,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1832,553,543,107/full/0/default.jpg",tabernacle
index_4042,Volume 3,46,table,<a href='/New_Beehive/toc_vol2/toc2_181/'>975 [Table]</a>,,T,,,<a href='/New_Beehive/toc_vol1/toc1_058/'>p.8 [Image 1.68]</a>,,,,#item-1f7eed759,,Head: table|Page: p.8 [Image 1.68]|Entry: 975 [Table]|#item-1f7eed759,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1848,665,496,116/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531742347493,4042,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1848,665,496,116/full/0/default.jpg",table
index_4043,Volume 3,46,table friend,,,T,,<a href='/New_Beehive/index4/index_2877/'>parasite</a>,,,,,#item-c10562d29,,Head: table friend|See: parasite|#item-c10562d29,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1845,732,527,123/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1565293631774,4043,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1845,732,527,123/full/0/default.jpg",table friend
index_4044,Volume 3,46,table talks,4620 [PAGE_MISSING],,T,,,,,,,#item-57e4c49f8,,Head: table talks|Entry: 4620 [PAGE_MISSING]|#item-57e4c49f8,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1816,778,543,117/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1565293650952,4044,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1816,778,543,117/full/0/default.jpg",table talks
index_4045,Volume 3,46,table cloth,4729 [PAGE_MISSING],,T,,,,,,,#item-fa28577e0,,Head: table cloth|Entry: 4729 [PAGE_MISSING]|#item-fa28577e0,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1836,846,464,109/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531742452219,4045,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1836,846,464,109/full/0/default.jpg",table cloth
index_4046,Volume 3,46,tail,<a href='/New_Beehive/toc_vol2/toc2_132/'>573 [a Tail]</a>,,T,,,,,,,#item-fd1f350c3,,Head: tail|Entry: 573 [a Tail]|#item-fd1f350c3,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1792,896,438,145/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1564498397016,4046,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1792,896,438,145/full/0/default.jpg",tail
index_4047,Volume 3,46,tailor,<a href='/New_Beehive/alpha5/alpha_0928/'>a</a>|<a href='/New_Beehive/toc_vol2/toc2_338/'>1733 [Tailor]</a>,,T,,,,,,,#item-f04d35a88,,Head: tailor|Entry: a|Entry: 1733 [Tailor]|#item-f04d35a88,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1819,1063,511,109/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1528918516628,4047,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1819,1063,511,109/full/0/default.jpg",tailor
index_4048,Volume 3,46,to take,753 [PAGE_MISSING],,T,,,,,,,#item-b9427ca92,,Head: to take|Entry: 753 [PAGE_MISSING]|#item-b9427ca92,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1828,1167,464,101/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531742493249,4048,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1828,1167,464,101/full/0/default.jpg",to take
index_4049,Volume 3,46,to take heed,<a href='/New_Beehive/toc_vol2/toc2_417/'>2407 [to Take heed]</a>,,T,,,,,,,#item-70dfc46a1,,Head: to take heed|Entry: 2407 [to Take heed]|#item-70dfc46a1,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1822,1246,496,71/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531742632320,4049,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1822,1246,496,71/full/0/default.jpg",to take heed
index_4050,Volume 3,46,talebearing,<a href='/New_Beehive/toc_vol2/toc2_097/'>340 [Talebearing]</a>,,T,,,,,,,#item-c6d023cce,,Head: talebearing|Entry: 340 [Talebearing]|#item-c6d023cce,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1845,1318,531,156/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531742728460,4050,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1845,1318,531,156/full/0/default.jpg",talebearing
index_4051,Volume 3,46,talent,<a href='/New_Beehive/toc_vol2/toc2_062/'>56 [Talents]</a>,,T,,,,,,,#item-142c5189b,,Head: talent|Entry: 56 [Talents]|#item-142c5189b,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1842,1434,339,120/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531742796520,4051,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1842,1434,339,120/full/0/default.jpg",talent
index_4052,Volume 3,46,talismans,<a href='/New_Beehive/toc_vol2/toc2_303/'>1542 [homerical Medicines]</a>,,T,,,,,,,#item-88a46abd2,,Head: talismans|Entry: 1542 [homerical Medicines]|#item-88a46abd2,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1834,1562,521,121/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531742900725,4052,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1834,1562,521,121/full/0/default.jpg",talismans
index_4053,Volume 3,46,talk,,,T,,<a href='/New_Beehive/index1/index_0260/'>babbling</a>|<a href='/New_Beehive/index5/index_4607/'>words</a>|<a href='/New_Beehive/index4/index_3831/'>speech</a>,,,,,#item-732953853,,Head: talk|See: babbling|See: words|See: speech|#item-732953853,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1813,1700,706,176/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1528920823839,4053,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1813,1700,706,176/full/0/default.jpg",talk
index_4054,Volume 3,46,tall,<a href='/New_Beehive/toc_vol2/toc2_164/'>883 [highness]</a>,,T,,,,,,,#item-5a19b09fe,,Head: tall|Entry: 883 [highness]|#item-5a19b09fe,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1837,1872,290,118/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531742992664,4054,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1837,1872,290,118/full/0/default.jpg",tall
index_4055,Volume 3,46,tame,772 [PAGE_MISSING],,T,,,,,,,#item-8f34b17d5,,Head: tame|Entry: 772 [PAGE_MISSING]|#item-8f34b17d5,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1842,2025,373,84/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531743030895,4055,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1842,2025,373,84/full/0/default.jpg",tame
index_4056,Volume 3,46,tanning,<a href='/New_Beehive/toc_vol2/toc2_147/'>654 [Hide]</a>|767 [PAGE_MISSING],,T,,,,,,,#item-c6b9a7e10,,Head: tanning|Entry: 654 [Hide]|Entry: 767 [PAGE_MISSING]|#item-c6b9a7e10,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1835,2131,544,152/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531743113745,4056,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1835,2131,544,152/full/0/default.jpg",tanning
index_4057,Volume 3,46,tansie,<a href='/New_Beehive/toc_vol2/toc2_154/'>692 [Tansie]</a>,,T,,,,,,,#item-d24ad7986,,Head: tansie|Entry: 692 [Tansie]|#item-d24ad7986,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1828,2273,409,145/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531743171677,4057,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1828,2273,409,145/full/0/default.jpg",tansie
index_4058,Volume 3,46,tape,"<a href='/New_Beehive/toc_vol2/toc2_098/'>348 [a Band, A Rope]</a>",,T,,,,,,,#item-ea92a5a21,,"Head: tape|Entry: 348 [a Band, A Rope]|#item-ea92a5a21","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1834,2426,353,83/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531743252839,4058,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1834,2426,353,83/full/0/default.jpg",tape
index_4059,Volume 3,46,tapistry,<a href='/New_Beehive/toc_vol2/toc2_364/'>1987 [Tapistry]</a>,,T,,,,,,,#item-829225285,,Head: tapistry|Entry: 1987 [Tapistry]|#item-829225285,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1833,2492,431,91/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531743323301,4059,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1833,2492,431,91/full/0/default.jpg",tapistry
index_4060,Volume 3,46,tarantula,<a href='/New_Beehive/toc_vol2/toc2_114/'>458 [Spider]</a>,,T,,,,,,,#item-e0f957054,,Head: tarantula|Entry: 458 [Spider]|#item-e0f957054,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1828,2563,525,103/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531743401289,4060,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1828,2563,525,103/full/0/default.jpg",tarantula
index_4061,Volume 3,46,tares,809 [PAGE_MISSING],,T,,,<a href='/New_Beehive/toc_vol1/toc1_083/'>p.33 [Image 1.93]</a>,,,,#item-a5648fdf1,,Head: tares|Page: p.33 [Image 1.93]|Entry: 809 [PAGE_MISSING]|#item-a5648fdf1,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1824,2690,505,105/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531743434469,4061,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1824,2690,505,105/full/0/default.jpg",tares
index_4062,Volume 3,46,tartars,4636 [PAGE_MISSING],,T,,,,,,,#item-f55ffb8fd,,Head: tartars|Entry: 4636 [PAGE_MISSING]|#item-f55ffb8fd,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1832,2774,467,100/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531743464813,4062,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1832,2774,467,100/full/0/default.jpg",tartars
index_4063,Volume 3,46,tart,,,T,,<a href='/New_Beehive/index5/index_4335/'>vinegar</a>,,,,,#item-1355497d2,,Head: tart|See: vinegar|#item-1355497d2,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1820,2854,463,98/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531743482790,4063,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1820,2854,463,98/full/0/default.jpg",tart
index_4064,Volume 3,46,tartar,<a href='/New_Beehive/toc_vol2/toc2_379/'>2133 [Tartar]</a>,,T,,,,,,,#item-cb10b761c,,Head: tartar|Entry: 2133 [Tartar]|#item-cb10b761c,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1828,2927,401,73/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531743566077,4064,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1828,2927,401,73/full/0/default.jpg",tartar
index_4065,Volume 3,46,task,<a href='/New_Beehive/toc_vol2/toc2_139/'>610 [Task]</a>,,T,,,,,,,#item-3921e0d69,,Head: task|Entry: 610 [Task]|#item-3921e0d69,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1818,2969,339,92/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1565293736535,4065,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1818,2969,339,92/full/0/default.jpg",task
index_4066,Volume 3,46,taste,<a href='/New_Beehive/toc_vol2/toc2_072/'>156 [Taste]</a>|<a href='/New_Beehive/toc_vol2/toc2_376/'>2103 [Taste]</a>,,T,,,,,,,#item-dec46a4da,,Head: taste|Entry: 156 [Taste]|Entry: 2103 [Taste]|#item-dec46a4da,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1829,3108,470,103/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531743716167,4066,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1829,3108,470,103/full/0/default.jpg",taste
index_4067,Volume 3,46,taverns,<a href='/New_Beehive/toc_vol2/toc2_077/'>201 [Taverns]</a>|<a href='/New_Beehive/toc_vol2/toc2_078/'>201 [Taverns]</a>,,T,,,,,,,#item-b21149333,,Head: taverns|Entry: 201 [Taverns]|#item-b21149333,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1799,3180,452,114/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1564498548027,4067,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1799,3180,452,114/full/0/default.jpg",taverns
index_4068,Volume 3,46,tautology,<a href='/New_Beehive/alpha5/alpha_0929/'>a</a>|<a href='/New_Beehive/toc_vol2/toc2_213/'>1097 [Tautology]</a>,,T,,,,,,,#item-170679ed3,,Head: tautology|Entry: a|Entry: 1097 [Tautology]|#item-170679ed3,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1784,3243,593,130/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1528984784363,4068,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1784,3243,593,130/full/0/default.jpg",tautology
index_4069,Volume 3,46,tax,<a href='/New_Beehive/alpha5/alpha_0930/'>a</a>|<a href='/New_Beehive/toc_vol2/toc2_265/'>1359 [Taxes]</a>|<a href='/New_Beehive/toc_vol2/toc2_382/'>2166 [Tribute]</a>,,T,,,,,,,#item-ee6696dd1,,Head: tax|Entry: a|Entry: 1359 [Taxes]|Entry: 2166 [Tribute]|#item-ee6696dd1,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1792,3347,662,136/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1528920853073,4069,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1792,3347,662,136/full/0/default.jpg",tax
index_4070,Volume 3,46,tea,"<a href='/New_Beehive/toc_vol2/toc2_263/'>1346 [Coffee, Tea, Chocolate]</a>",,T,,,,,,,#item-6e2ae2b27,,"Head: tea|Entry: 1346 [Coffee, Tea, Chocolate]|#item-6e2ae2b27","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1809,3486,355,102/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531743771201,4070,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0989/1809,3486,355,102/full/0/default.jpg",tea
index_4071,Volume 3,47,to teach,<a href='/New_Beehive/toc_vol2/toc2_421/'>2440 [To Teach]</a>,,T,,,,,,,#item-392e1f869,,Head: to teach|Entry: 2440 [To Teach]|#item-392e1f869,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/170,295,510,116/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1565293978285,4071,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/170,295,510,116/full/0/default.jpg",to teach
index_4072,Volume 3,47,teach me o Lord,<a href='/New_Beehive/toc_vol2/toc2_292/'>1491 [Teach me o Lord]</a>,,T,,,,,,,#item-fc7de117a,,Head: teach me o Lord|Entry: 1491 [Teach me o Lord]|#item-fc7de117a,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/183,392,629,125/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1565293997312,4072,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/183,392,629,125/full/0/default.jpg",teach me o Lord
index_4073,Volume 3,47,teachers,<a href='/New_Beehive/alpha5/alpha_0931/'>a</a>|<a href='/New_Beehive/toc_vol2/toc2_104/'>393 [Teacher]</a>|<a href='/New_Beehive/toc_vol2/toc2_200/'>1031 [Teachers]</a>|<a href='/New_Beehive/toc_vol2/toc2_313/'>1592 [Teachers]</a>|<a href='/New_Beehive/toc_vol2/toc2_419/'>2428 [Teachers]</a>,,T,,,,,,,#item-da27e8461,,Head: teachers|Entry: a|Entry: 393 [Teacher]|Entry: 1031 [Teachers]|Entry: 1592 [Teachers]|Entry: 2428 [Teachers]|#item-da27e8461,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/183,530,641,159/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1528920975915,4073,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/183,530,641,159/full/0/default.jpg",teachers
index_4074,Volume 3,47,teachers false,<a href='/New_Beehive/toc_vol2/toc2_246/'>1264 [False Teachers]</a>|<a href='/New_Beehive/toc_vol2/toc2_344/'>1784 [False Teachers]</a>|<a href='/New_Beehive/toc_vol2/toc2_402/'>2294 [False Teachers]</a>|<a href='/New_Beehive/toc_vol2/toc2_422/'>4448 [False Teachers]</a>|4500 [PAGE_MISSING],,T,,,,,,,#item-8c764be3e,,Head: teachers false|Entry: 1264 [False Teachers]|Entry: 1784 [False Teachers]|Entry: 2294 [False Teachers]|Entry: 4448 [False Teachers]|Entry: 4500 [PAGE_MISSING]|#item-8c764be3e,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/178,683,784,122/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1560279049755,4074,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/178,683,784,122/full/0/default.jpg",teachers false
index_4075,Volume 3,47,beasts teach,<a href='/New_Beehive/toc_vol2/toc2_213/'>1096 [Beasts to learn of]</a>,,T,,,<a href='/New_Beehive/toc_vol1/toc1_051/'>p.1 [Image 1.61]</a>,,,,#item-3b85d39c0,,Head: beasts teach|Page: p.1 [Image 1.61]|Entry: 1096 [Beasts to learn of]|#item-3b85d39c0,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/187,784,646,119/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531787774613,4075,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/187,784,646,119/full/0/default.jpg",beasts teach
index_4076,Volume 3,47,to tear,<a href='/New_Beehive/toc_vol2/toc2_338/'>1740 [To tear]</a>,,T,,,,,,,#item-cc452237f,,Head: to tear|Entry: 1740 [To tear]|#item-cc452237f,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/181,911,398,107/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1531787824195,4076,"https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/full/100,/0/default.jpg","https://stacks.stanford.edu/image/iiif/gw497tq8651%2F1607_0990/181,911,398,107/full/0/default.jpg",to tear
