pid,volume,image_number,head,entry,topic,first_letter,page,add,xref,see,index,item,unparsed,line,selection,full_image,annotation_uri,sort_value,insertion,thumbnail,label,location,issue,insertion_xref
index_2752,Volume 3,33,Oak,<a href='/digital-beehive/num3/num_0979/'>687 [Oak]</a>,,O,,,,,,#item-cdc54c43e,,Head: Oak|Entry: 687 [Oak]|#item-cdc54c43e,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/184,1283,454,141/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1536346652084,303311283,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/184,1283,454,141/150,/0/default.jpg",Oak,<a href='/digital-beehive/toc/toc3_33/'>Full Page</a>,,
index_2753,Volume 3,33,oath,<a href='/digital-beehive/alpha4/alpha_0653/'>a</a>|<a href='/digital-beehive/num3/num_0736/'>576 [Oath]</a>|<a href='/digital-beehive/num6/num_1765/'>1272 [Oath]</a>,,O,,,,,,#item-c1aecfb23,,Head: oath|Entry: a|Entry: 576 [Oath]|Entry: 1272 [Oath]|#item-c1aecfb23,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/180,1442,651,96/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1510673928480,303311442,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/180,1442,651,96/150,/0/default.jpg",oath,<a href='/digital-beehive/toc/toc3_33/'>Full Page</a>,,
index_2754,Volume 3,33,oats,<a href='/digital-beehive/alpha4/alpha_0652/'>a</a>,,O,,,,,,#item-0be4a7bf6,,Head: oats|Entry: a|#item-0be4a7bf6,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/175,1574,295,96/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1510673932593,303311574,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/175,1574,295,96/150,/0/default.jpg",oats,<a href='/digital-beehive/toc/toc3_33/'>Full Page</a>,,
index_2755,Volume 3,33,obedience,<a href='/digital-beehive/alpha4/alpha_0654/'>a</a>|<a href='/digital-beehive/num4/num_1315/'>985 [Obedience]</a>|1837 [PAGE_MISSING]|<a href='/digital-beehive/num9/num_3133/'>2189 [Passive Obedience & non resistance]</a>,,O,,<a href='/digital-beehive/index4/index_2905/'>passive</a>,,,,#item-543a07fcf,,Head: obedience|Entry: a|Entry: 985 [Obedience]|Entry: 1837 [PAGE_MISSING]|Add: passive|Entry: 2189 [Passive Obedience & non resistance]|#item-543a07fcf,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/145,1641,789,260/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1536347173045,303311641,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/145,1641,789,260/150,/0/default.jpg",obedience,<a href='/digital-beehive/toc/toc3_33/'>Full Page</a>,,
index_2756,Volume 3,33,objections,<a href='/digital-beehive/num1/num_0259/'>241 [Objections]</a>|<a href='/digital-beehive/num5/num_1412/'>1053 [Objections agt. the Quakers answered]</a>,,O,,,,,,#item-ddf21a32c,,Head: objections|Entry: 241 [Objections]|Entry: 1053 [Objections agt. the Quakers answered]|#item-ddf21a32c,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/145,1797,749,168/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1536347226016,303311797,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/145,1797,749,168/150,/0/default.jpg",objections,<a href='/digital-beehive/toc/toc3_33/'>Full Page</a>,,
index_2757,Volume 3,33,obligation,<a href='/digital-beehive/alpha4/alpha_0655/'>a</a>|<a href='/digital-beehive/num6/num_2003/'>1396 [Obliga[ti]on]</a>,,O,,,,,,#item-48c0ae297,,Head: obligation|Entry: a|Entry: 1396 [Obliga[ti]on]|#item-48c0ae297,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/134,1936,726,179/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1536347253491,303311936,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/134,1936,726,179/150,/0/default.jpg",obligation,<a href='/digital-beehive/toc/toc3_33/'>Full Page</a>,,
index_2758,Volume 3,33,I'm oblig'd to you,<a href='/digital-beehive/num10/num_3481/'>4493 [I am Oblig'd to you]</a>,,O,,,,,,#item-008614831,,Head: I'm oblig'd to you|Entry: 4493 [I am Oblig'd to you]|#item-008614831,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/106,2026,793,147/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1536347315624,303312026,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/106,2026,793,147/150,/0/default.jpg",I'm oblig'd to you,<a href='/digital-beehive/toc/toc3_33/'>Full Page</a>,,
index_2759,Volume 3,33,obscene,,,O,,,,<a href='/digital-beehive/index1/index_0471/'>buffoonry</a>,,#item-3cde73157,,Head: obscene|See: buffoonry|#item-3cde73157,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/146,2107,733,204/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1536347340932,303312107,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/146,2107,733,204/150,/0/default.jpg",obscene,<a href='/digital-beehive/toc/toc3_33/'>Full Page</a>,,
index_2760,Volume 3,33,obscurity,<a href='/digital-beehive/alpha4/alpha_0656/'>a</a>|<a href='/digital-beehive/num6/num_1804/'>1292 [Obscurity]</a>,,O,,,,,,#item-d09fc2786,,Head: obscurity|Entry: a|Entry: 1292 [Obscurity]|#item-d09fc2786,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/124,2247,726,207/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1536347367008,303312247,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/124,2247,726,207/150,/0/default.jpg",obscurity,<a href='/digital-beehive/toc/toc3_33/'>Full Page</a>,,
index_2761,Volume 3,33,observation,<a href='/digital-beehive/num3/num_0871/'>640 [Observation]</a>|<a href='/digital-beehive/num6/num_2167/'>1472 [Remarkable]</a>,,O,,,,,,#item-6ee282f59,,Head: observation|Entry: 640 [Observation]|Entry: 1472 [Remarkable]|#item-6ee282f59,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/116,2410,839,195/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1536347405082,303312410,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/116,2410,839,195/150,/0/default.jpg",observation,<a href='/digital-beehive/toc/toc3_33/'>Full Page</a>,,
index_2762,Volume 3,33,obsolete,<a href='/digital-beehive/num2/num_0419/'>355 [Old and obsolete]</a>|4507 [PAGE_MISSING],,O,,,,,,#item-0d0af025a,,Head: obsolete|Entry: 355 [Old and obsolete]|Entry: 4507 [PAGE_MISSING]|#item-0d0af025a,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/96,2536,768,208/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1536347442871,303312536,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/96,2536,768,208/150,/0/default.jpg",obsolete,<a href='/digital-beehive/toc/toc3_33/'>Full Page</a>,,
index_2763,Volume 3,33,obstinacy,<a href='/digital-beehive/alpha4/alpha_0657/'>a</a>|743 [PAGE_MISSING],,O,,,,,,#item-4bafeade0,,Head: obstinacy|Entry: a|Entry: 743 [PAGE_MISSING]|#item-4bafeade0,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/103,2720,690,127/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1536347476499,303312720,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/103,2720,690,127/150,/0/default.jpg",obstinacy,<a href='/digital-beehive/toc/toc3_33/'>Full Page</a>,,
index_2764,Volume 3,33,to obstruct,1880 [PAGE_MISSING],,O,,,,,,#item-df9681456,,Head: to obstruct|Entry: 1880 [PAGE_MISSING]|#item-df9681456,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/67,2781,663,142/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1536347517973,303312781,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/67,2781,663,142/150,/0/default.jpg",to obstruct,<a href='/digital-beehive/toc/toc3_33/'>Full Page</a>,,
index_2765,Volume 3,33,obvious,<a href='/digital-beehive/num5/num_1573/'>1153 [Obvious]</a>,,O,,,,,,#item-68fda7979,,Head: obvious|Entry: 1153 [Obvious]|#item-68fda7979,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/111,2876,519,121/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1536347556501,303312876,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/111,2876,519,121/150,/0/default.jpg",obvious,<a href='/digital-beehive/toc/toc3_33/'>Full Page</a>,,
index_2766,Volume 3,33,occasion,<a href='/digital-beehive/alpha4/alpha_0658/'>a</a>|<a href='/digital-beehive/num3/num_1027/'>706 [Occasion]</a>,,O,,,,,,#item-176b912ac,,Head: occasion|Entry: a|Entry: 706 [Occasion]|#item-176b912ac,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/121,2985,665,178/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1536347595286,303312985,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/121,2985,665,178/150,/0/default.jpg",occasion,<a href='/digital-beehive/toc/toc3_33/'>Full Page</a>,,
index_2767,Volume 3,33,to occupy,<a href='/digital-beehive/num1/num_0257/'>239 [Possession]</a>,,O,,,,,,#item-c296b4ec9,,Head: to occupy|Entry: 239 [Possession]|#item-c296b4ec9,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/102,3130,645,186/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1536347623287,303313130,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/102,3130,645,186/150,/0/default.jpg",to occupy,<a href='/digital-beehive/toc/toc3_33/'>Full Page</a>,,
index_2768,Volume 3,33,oeconomy,<a href='/digital-beehive/alpha4/alpha_0659/'>a</a>,,O,,,,,,#item-615472124,,Head: oeconomy|Entry: a|#item-615472124,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/107,3296,603,116/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1536347642469,303313296,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/107,3296,603,116/150,/0/default.jpg",oeconomy,<a href='/digital-beehive/toc/toc3_33/'>Full Page</a>,,
index_2769,Volume 3,33,oeconomical books,,,O,<a href='/digital-beehive/toc/toc2_191/'>p.379 [Image 2.201]</a>,,,,,#item-3accecf63,,Head: oeconomical books|Page: p.379 [Image 2.201]|#item-3accecf63,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/77,3390,791,163/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1536347797850,303313390,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/77,3390,791,163/150,/0/default.jpg",oeconomical books,<a href='/digital-beehive/toc/toc3_33/'>Full Page</a>,,
index_2770,Volume 3,33,of blessed Memory,4762 [PAGE_MISSING],,O,,,,,,#item-21d5c68cf,,Head: of blessed Memory|Entry: 4762 [PAGE_MISSING]|#item-21d5c68cf,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/51,3488,773,180/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1536347833629,303313488,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/51,3488,773,180/150,/0/default.jpg",of blessed Memory,<a href='/digital-beehive/toc/toc3_33/'>Full Page</a>,,
index_2771,Volume 3,33,offence,746 [PAGE_MISSING]|4611 [PAGE_MISSING],,O,,,,,,#item-0577a8c8a,,Head: offence|Entry: 746 [PAGE_MISSING]|Entry: 4611 [PAGE_MISSING]|#item-0577a8c8a,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/798,217,701,194/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1536347887631,303320217,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/798,217,701,194/150,/0/default.jpg",offence,<a href='/digital-beehive/toc/toc3_33/'>Full Page</a>,,
index_2772,Volume 3,33,to offer,<a href='/digital-beehive/num4/num_1190/'>911 [To offer]</a>,,O,,,,,,#item-c3bbe726c,,Head: to offer|Entry: 911 [To offer]|#item-c3bbe726c,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/780,366,512,154/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1536347915381,303320366,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/780,366,512,154/150,/0/default.jpg",to offer,<a href='/digital-beehive/toc/toc3_33/'>Full Page</a>,,
index_2773,Volume 3,33,offerings,<a href='/digital-beehive/num3/num_0636/'>506 [Gift]</a>,,O,,,,,,#item-7d027abbe,,Head: offerings|Entry: 506 [Gift]|#item-7d027abbe,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/791,449,599,184/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1536347943420,303320449,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/791,449,599,184/150,/0/default.jpg",offerings,<a href='/digital-beehive/toc/toc3_33/'>Full Page</a>,,
index_2774,Volume 3,33,office,<a href='/digital-beehive/alpha4/alpha_0660/'>a</a>|<a href='/digital-beehive/num5/num_1696/'>1232 [Offices]</a>,,O,,,,,,#item-8106d4a69,,Head: office|Entry: a|Entry: 1232 [Offices]|#item-8106d4a69,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/808,586,558,142/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1536347988665,303320586,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/808,586,558,142/150,/0/default.jpg",office,<a href='/digital-beehive/toc/toc3_33/'>Full Page</a>,,
index_2775,Volume 3,33,officer,<a href='/digital-beehive/alpha4/alpha_0661/'>a</a>|<a href='/digital-beehive/num5/num_1365/'>1021 [Officers]</a>,,O,,,,,,#item-223793750,,Head: officer|Entry: a|Entry: 1021 [Officers]|#item-223793750,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/805,708,565,148/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1536348018611,303320708,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/805,708,565,148/150,/0/default.jpg",officer,<a href='/digital-beehive/toc/toc3_33/'>Full Page</a>,,
index_2776,Volume 3,33,officiousness,,,O,,,,<a href='/digital-beehive/index2/index_1797/'>helpful</a>,,#item-24a0db053,,Head: officiousness|See: helpful|#item-24a0db053,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/793,838,831,150/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1536348043869,303320838,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/793,838,831,150/150,/0/default.jpg",officiousness,<a href='/digital-beehive/toc/toc3_33/'>Full Page</a>,,
index_2777,Volume 3,33,often,<a href='/digital-beehive/alpha4/alpha_0662/'>a</a>|<a href='/digital-beehive/num7/num_2611/'>1694 [Often]</a>,,O,,,,,,#item-1bfde5b18,,Head: often|Entry: a|Entry: 1694 [Often]|#item-1bfde5b18,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/786,982,671,110/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1536348085726,303320982,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/786,982,671,110/150,/0/default.jpg",often,<a href='/digital-beehive/toc/toc3_33/'>Full Page</a>,,
index_2778,Volume 3,33,ogler,4577 [PAGE_MISSING],,O,,,,,,#item-7f434190e,,Head: ogler|Entry: 4577 [PAGE_MISSING]|#item-7f434190e,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/816,1042,530,124/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1536348111638,303321042,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/816,1042,530,124/150,/0/default.jpg",ogler,<a href='/digital-beehive/toc/toc3_33/'>Full Page</a>,,
index_2779,Volume 3,33,oil,<a href='/digital-beehive/alpha4/alpha_0663/'>a</a>|<a href='/digital-beehive/num8/num_2804/'>1910 [Oil]</a>,,O,,,,,,#item-f2f0bedc7,,Head: oil|Entry: a|Entry: 1910 [Oil]|#item-f2f0bedc7,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/822,1092,478,141/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1536348138712,303321092,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/822,1092,478,141/150,/0/default.jpg",oil,<a href='/digital-beehive/toc/toc3_33/'>Full Page</a>,,
index_2780,Volume 3,33,ointment,821 [PAGE_MISSING],,O,,,,,,#item-77ac84bcf,,Head: ointment|Entry: 821 [PAGE_MISSING]|#item-77ac84bcf,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/828,1209,524,101/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1536348172580,303321209,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/828,1209,524,101/150,/0/default.jpg",ointment,<a href='/digital-beehive/toc/toc3_33/'>Full Page</a>,,
index_2781,Volume 3,33,oister,<a href='/digital-beehive/num6/num_2011/'>1398 [Oister]</a>,,O,<a href='/digital-beehive/toc/toc1_086/'>p.36 [Image 1.96]</a>,,,,,#item-0104e7d84,,Head: oister|Page: p.36 [Image 1.96]|Entry: 1398 [Oister]|#item-0104e7d84,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/851,1337,577,133/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1536348210030,303321337,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/851,1337,577,133/150,/0/default.jpg",oister,<a href='/digital-beehive/toc/toc3_33/'>Full Page</a>,,
index_2782,Volume 3,33,old,<a href='/digital-beehive/num1/num_0012/'>12 [Old friends]</a>|<a href='/digital-beehive/num2/num_0419/'>355 [Old and obsolete]</a>|4599 [PAGE_MISSING],,O,,,,,,#item-531172bf5,,Head: old|Entry: 12 [Old friends]|Entry: 355 [Old and obsolete]|Entry: 4599 [PAGE_MISSING]|#item-531172bf5,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/823,1472,627,132/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1536348271147,303321472,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/823,1472,627,132/150,/0/default.jpg",old,<a href='/digital-beehive/toc/toc3_33/'>Full Page</a>,,
index_2783,Volume 3,33,old Adam,<a href='/digital-beehive/alpha4/alpha_0664/'>a</a>,,O,,,,,,#item-69108b61d,,Head: old Adam|Entry: a|#item-69108b61d,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/804,1547,568,106/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1536348290342,303321547,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/804,1547,568,106/150,/0/default.jpg",old Adam,<a href='/digital-beehive/toc/toc3_33/'>Full Page</a>,,
index_2784,Volume 3,33,old age,<a href='/digital-beehive/alpha4/alpha_0665/'>a</a>|<a href='/digital-beehive/num6/num_1997/'>1393 [Old Age]</a>|<a href='/digital-beehive/num8/num_2758/'>1824 [Old Age]</a>,,O,,,,,,#item-898554e69,,Head: old age|Entry: a|Entry: 1393 [Old Age]|Entry: 1824 [Old Age]|#item-898554e69,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/829,1638,708,108/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1536348332204,303321638,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/829,1638,708,108/150,/0/default.jpg",old age,<a href='/digital-beehive/toc/toc3_33/'>Full Page</a>,,
index_2785,Volume 3,33,old Testamt,,,O,,,,<a href='/digital-beehive/index5/index_4098/'>Testamt</a>,,#item-7f8581984,,Head: old Testamt|See: Testamt|#item-7f8581984,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/830,1727,667,149/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1536348381327,303321727,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/830,1727,667,149/150,/0/default.jpg",old Testamt,<a href='/digital-beehive/toc/toc3_33/'>Full Page</a>,,
index_2786,Volume 3,33,Oligarchy,,,O,,,,<a href='/digital-beehive/index3/index_2563/'>monarchy</a>,,#item-ef9a714df,,Head: Oligarchy|See: monarchy|#item-ef9a714df,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/825,1878,778,177/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1536348405920,303321878,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/825,1878,778,177/150,/0/default.jpg",Oligarchy,<a href='/digital-beehive/toc/toc3_33/'>Full Page</a>,,
index_2787,Volume 3,33,olive,<a href='/digital-beehive/num7/num_2279/'>1531 [Olive]</a>,,O,<a href='/digital-beehive/toc/toc1_082/'>p.32 [Image 1.92]</a>,,,,,#item-3c6d8f2eb,,Head: olive|Page: p.32 [Image 1.92]|Entry: 1531 [Olive]|#item-3c6d8f2eb,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/827,2030,595,138/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1536348442126,303322030,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/827,2030,595,138/150,/0/default.jpg",olive,<a href='/digital-beehive/toc/toc3_33/'>Full Page</a>,,
index_2788,Volume 3,33,omen,836 [PAGE_MISSING],,O,,,,,,#item-8d328f770,,Head: omen|Entry: 836 [PAGE_MISSING]|#item-8d328f770,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/825,2153,476,116/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1536348465868,303322153,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/825,2153,476,116/150,/0/default.jpg",omen,<a href='/digital-beehive/toc/toc3_33/'>Full Page</a>,,
index_2789,Volume 3,33,omission,<a href='/digital-beehive/num2/num_0300/'>268 [Omission]</a>|4787 [PAGE_MISSING],,O,,,,,,#item-89896b7bd,,Head: omission|Entry: 268 [Omission]|Entry: 4787 [PAGE_MISSING]|#item-89896b7bd,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/844,2277,691,134/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1536348501559,303322277,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/844,2277,691,134/150,/0/default.jpg",omission,<a href='/digital-beehive/toc/toc3_33/'>Full Page</a>,,
index_2790,Volume 3,33,omnipotency,<a href='/digital-beehive/alpha4/alpha_0666/'>a</a>|<a href='/digital-beehive/num7/num_2474/'>1630 [Altar]</a>,,O,,,,,,#item-3051daf53,,Head: omnipotency|Entry: a|Entry: 1630 [Altar]|#item-3051daf53,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/836,2374,693,181/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1536348543797,303322374,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/836,2374,693,181/150,/0/default.jpg",omnipotency,<a href='/digital-beehive/toc/toc3_33/'>Full Page</a>,,
index_2791,Volume 3,33,omnipresence,<a href='/digital-beehive/alpha4/alpha_0667/'>a</a>,,O,,,,,,#item-7ab956021,,Head: omnipresence|Entry: a|#item-7ab956021,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/854,2532,495,122/full/0/default.jpg",https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/full/full/0/default.jpg,http://dev.llgc.org.uk/annotation/1536600948512,303322532,,"https://stacks.stanford.edu/image/iiif/gw497tq8651/1607_0976/854,2532,495,122/150,/0/default.jpg",omnipresence,<a href='/digital-beehive/toc/toc3_33/'>Full Page</a>,,
